frame,k,outRe_hex,outIm_hex
147,9,F51D,0965
147,10,0297,0000
147,11,F5A1,FE03
147,12,F605,0737
147,13,1478,F98B
147,14,0072,0279
147,15,0073,0CD0
148,0,0510,FF3F
148,1,FE98,FFF2
148,2,F795,0000
148,3,02EB,027E
148,4,E620,11D7
148,5,FBAC,F4C9
148,6,0335,FB84
148,7,06A9,013F
148,8,0510,00C1
148,9,0ABA,0368
148,10,EE9D,0000
148,11,0837,004E
148,12,09D0,EE29
148,13,F9C2,0B37
148,14,0335,047C
148,15,0479,FBF5
149,0,F719,FEDF
149,1,FDC3,FD32
149,2,E7F6,0000
149,3,FD76,1422
149,4,D9FC,1F0B
149,5,0D03,E93C
149,6,FA16,0180
149,7,133C,01A3
149,8,F719,0121
149,9,1F1B,F062
149,10,EAF6,0000
149,11,1C42,0762
149,12,1814,E0F5
149,13,D859,16C4
149,14,FA16,FE80
149,15,067C,E2D9
150,0,11D0,109B
150,1,FCC0,FCDC
150,2,1193,0000
150,3,054D,ED51
150,4,1302,E8C4
150,5,FAD5,1B94
150,6,02C6,FF79
150,7,EAC3,F824
150,8,11D0,EF65
150,9,DC7C,0DAC
150,10,1085,0000
150,11,DFC5,FCDD
150,12,E48C,173C
150,13,2F47,E46C
150,14,02C6,0087
150,15,FA4F,1DAE
151,0,0E11,EF66
151,1,FD37,02A0
151,2,0112,0000
151,3,F7CA,04CB
151,4,150D,F0DC
151,5,0E05,15C0
151,6,15C0,0920
151,7,F127,F491
151,8,0E11,109A
151,9,EFAF,EE8C
151,10,1352,0000
151,11,EE68,08AF
151,12,F6C7,0F24
151,13,FA43,EA40
151,14,15C0,F6E0
151,15,F50B,FDF5
152,0,F8DC,FD13
152,1,FF63,0271
152,2,04E6,0000
152,3,01FC,FF6F
152,4,FDC6,0471
152,5,F5DE,EF0B
152,6,FC14,F80A
152,7,0979,080D
152,8,F8DC,02ED
152,9,0E0B,0A65
152,10,F4FA,0000
152,11,0C94,FB0D
152,12,06AA,FB8F
152,13,FE54,10F5
152,14,FC14,07F6
152,15,0517,FD77
153,0,028C,F764
153,1,005B,020F
153,2,FAD6,0000
153,3,F8DC,04BD
153,4,04F2,FDE3
153,5,08B1,0AA6
153,6,0832,06B8
153,7,FA0F,FC75
153,8,028C,089C
153,9,F9F1,F2C9
153,10,0846,0000
153,11,FA90,040B
153,12,00BA,021D
153,13,F4E9,F55A
153,14,0832,F948
153,15,F95D,FAC3
154,0,F79D,F70D
154,1,02CF,0366
154,2,047F,0000
154,3,FC40,0098
154,4,1399,F5B5
154,5,01E1,02B6
154,6,003C,02D7
154,7,FE46,016D
154,8,F79D,08F3
154,9,FEF5,FB6C
154,10,0A2D,0000
154,11,FF1E,FF6A
154,12,FF05,0A4B
154,13,FA39,FD4A
154,14,003C,FD29
154,15,FD18,FE91
155,0,F453,040A
155,1,035C,00AD
155,2,058D,0000
155,3,04E3,FA88
155,4,020C,0070
155,5,F43A,F38B
155,6,F494,FA45
155,7,074E,07E2
155,8,F453,FBF6
155,9,082E,0CCB
155,10,FA17,0000
155,11,084F,F91E
155,12,02EE,FF90
155,13,059A,0C75
155,14,F494,05BB
155,15,05E4,0478
156,0,FA9B,07E8
156,1,0228,FE6B
156,2,F5CB,0000
156,3,05DA,0050
156,4,DDF2,18BE
156,5,F451,EA83
156,6,F69C,F8E3
156,7,0E2A,07FF
156,8,FA9B,F818
156,9,12C6,0AD1
156,10,E791,0000
156,11,119C,FB72
156,12,0F70,E742
156,13,F9EF,157D
156,14,F69C,071D
156,15,094C,FC3F
157,0,F101,F516
157,1,06B6,FEC9
157,2,E702,0000
157,3,F393,1594
157,4,F2D8,1050
157,5,15C8,FC3E
157,6,FEED,0E45
157,7,08D3,FFAB
157,8,F101,0AEA
157,9,1180,DF8F
157,10,038C,0000
157,11,11A1,0922
157,12,137A,EFB0
157,13,CC72,03C2
157,14,FEED,F1BB
157,15,FC61,E19F
158,0,ECC7,1958
158,1,059C,FB53
158,2,14BF,0000
158,3,0EC2,EEF8
158,4,1178,F0A2
158,5,EFB8,F622
158,6,E1FC,F64F
158,7,05B6,07FB
158,8,ECC7,E6A8
158,9,FF06,1C21
158,10,015D,0000
158,11,01F8,F446
158,12,F2BE,0F5E
158,13,2470,09DE
158,14,E1FC,09B1
158,15,0B04,14C7
159,0,0E65,1303
159,1,FF0B,FA4C
159,2,0DDE,0000
159,3,0B33,ED2E
159,4,0EB4,EC21
159,5,FA6D,14A2
159,6,FB84,FFF8
159,7,F16E,F90C
159,8,0E65,ECFD
159,9,E365,0F22
159,10,0DCE,0000
159,11,E6C3,FC48
159,12,E6F8,13DF
159,13,2C49,EB5E
159,14,FB84,0008
159,15,0088,1D7E
160,0,0276,03FF
160,1,FE63,FBD9
160,2,FAD2,0000
160,3,02E2,0541
160,4,F0CF,09BD
160,5,037D,F686
160,6,FEBB,FE11
160,7,06E8,FEC4
160,8,0276,FC01
160,9,0AA9,FF03
160,10,F6F4,0000
160,11,0894,02E7
160,12,044B,F643
160,13,F981,097A
160,14,FEBB,01EF
160,15,048E,F914
161,0,0B4B,09BA
161,1,FC35,FCB2
161,2,0592,0000
161,3,03A3,FADF
161,4,01B9,F8DE
161,5,025D,0B1D
161,6,0114,FF96
161,7,F83D,F9BA
161,8,0B4B,F646
161,9,F27F,038C
161,10,04BE,0000
161,11,F385,018D
161,12,F377,0722
161,13,133F,F4E3
161,14,0114,006A
161,15,FEEB,09DA
162,0,144C,00C6
162,1,FA5B,FEDF
162,2,08FA,0000
162,3,015B,F8C7
162,4,0B93,F1B8
162,5,02E7,13FA
162,6,0D0E,013C
162,7,F063,F640
162,8,144C,FF3A
162,9,E9CB,0167
162,10,0B72,0000
162,11,E95D,02B9
162,12,EF05,0E48
162,13,167D,EC06
162,14,0D0E,FEC4
162,15,FA55,0E40
163,0,0A64,F86F
163,1,FBC7,0157
163,2,FCB7,0000
163,3,FEEF,033C
163,4,F3FF,0858
163,5,FF5F,FC78
163,6,0C7F,FD56
163,7,FFF1,FDC5
163,8,0A64,0791
163,9,0417,FF57
163,10,F763,0000
163,11,005D,02A6
163,12,04B1,F7A8
163,13,FB05,0388
163,14,0C7F,02AA
163,15,FF5B,FC59
164,0,0313,FCD3
164,1,FBFB,02F0
164,2,EF83,0000
164,3,FDE5,0B69
164,4,D241,2200
164,5,FDBB,E7E2
164,6,04E5,F88A
164,7,0F04,05B5
164,8,0313,032D
164,9,1A01,003A
164,10,E097,0000
164,11,161D,0163
164,12,1643,DE00
164,13,EA3F,181E
164,14,04E5,0776
164,15,04FE,ED7F
165,0,1BA1,E82E
165,1,F8BF,064E
165,2,F7DD,0000
165,3,EE42,086D
165,4,0C05,F5DD
165,5,1734,2865
165,6,2566,0EE1
165,7,E483,EDD3
165,8,1BA1,17D2
165,9,E137,E0C2
165,10,159F,0000
165,11,E07A,0E23
165,12,F7C1,0A23
165,13,F508,D79B
165,14,2566,F11F
165,15,EA39,FB9D
166,0,FA0B,DE35
166,1,FF93,0B0A
166,2,0298,0000
166,3,F0C9,0B89
166,4,1F0F,F2C3
166,5,0B3E,0593
166,6,12EB,067B
166,7,FB2E,FEDB
166,8,FA0B,21CB
166,9,0279,EB74
166,10,0F8E,0000
166,11,FF7D,0573
166,12,0497,0D3D
166,13,E362,FA6D
166,14,12EB,F985
166,15,F518,F029
167,0,F484,F84A
167,1,00E3,0779
167,2,0C1C,0000
167,3,FF0E,F9CE
167,4,0ECA,FA15
167,5,F083,F565
167,6,FC22,F86E
167,7,03F8,0B1B
167,8,F484,07B6
167,9,05E3,0D7D
167,10,FCF8,0000
167,11,0602,F6EE
167,12,02F6,05EB
167,13,04EF,0A9B
167,14,FC22,0792
167,15,0118,0429
168,0,FA55,EEDD
168,1,0264,0629
168,2,F753,0000
168,3,F505,0954
168,4,0286,042F
168,5,0668,010B
168,6,07FD,05D4
168,7,0081,0227
168,8,FA55,1123
168,9,0550,F071
168,10,02FB,0000
168,11,0543,029A
168,12,0AE6,FBD1
168,13,E598,FEF5
168,14,07FD,FA2C
168,15,F9C7,F1EB
169,0,EF20,F168
169,1,0592,05B0
169,2,0092,0000
169,3,F7F4,04B1
169,4,15F7,F7BD
169,5,03AB,0000
169,6,FE51,0539
169,7,016E,04C8
169,8,EF20,0E98
169,9,045A,F57C
169,10,0B04,0000
169,11,055C,FF25
169,12,0573,0843
169,13,ECE7,0000
169,14,FE51,FAC7
169,15,FBE2,F762
170,0,ED2C,0323
170,1,0657,029F
170,2,09C1,0000
170,3,03DF,F7E7
170,4,0D2C,FA22
170,5,F16E,F426
170,6,F0AE,FA81
170,7,06D9,0B12
170,8,ED2C,FCDD
170,9,06AD,0ED9
170,10,FEC3,0000
170,11,0815,F629
170,12,0172,05DE
170,13,07C0,0BDA
170,14,F0AE,057F
170,15,051B,06DE
171,0,F6FE,04E9
171,1,0414,007C
171,2,F955,0000
171,3,04A6,FE09
171,4,E9B6,11B9
171,5,F311,EDD9
171,6,F627,FA36
171,7,0BB6,0906
171,8,F6FE,FB17
171,9,0F18,0AFC
171,10,EDC1,0000
171,11,0EA4,F9E7
171,12,0D2A,EE47
171,13,FBCF,1227
171,14,F627,05CA
171,15,0794,FF0A
172,0,E796,FF1D
172,1,0569,FB2D
172,2,E214,0000
172,3,FE2C,161D
172,4,E145,1E7A
172,5,0E66,E5C2
172,6,EF9E,06C0
172,7,18DB,0491
172,8,E796,00E3
172,9,24DD,EB91
172,10,EF94,0000
172,11,23EA,067D
172,12,1E3B,E186
172,13,CC6E,1A3E
172,14,EF9E,F940
172,15,093B,DED5
173,0,F143,2113
173,1,066E,F7A3
173,2,1077,0000
173,3,0DFC,ED76
173,4,0F96,F015
173,5,F228,FFA0
173,6,E0EB,FB46
173,7,010B,0598
173,8,F143,DEED
173,9,F628,18BD
173,10,0703,0000
173,11,FBB0,F50C
173,12,EFC2,0FEB
173,13,2766,0060
173,14,E0EB,04BA
173,15,08A1,17E6
174,0,06D9,155A
174,1,0370,F7AF
174,2,0EA4,0000
174,3,0B26,EED9
174,4,12C9,EA68
174,5,FAEF,11DF
174,6,F7AE,009C
174,7,F3C9,F9C9
174,8,06D9,EAA6
174,9,E6C8,0E2B
174,10,0FDC,0000
174,11,EA1C,FC89
174,12,E79B,1598
174,13,2869,EE21
174,14,F7AE,FF64
174,15,0179,1AD5
175,0,F8F2,0A40
175,1,02A8,FAB8
175,2,FD7C,0000
175,3,08C7,FFD9
175,4,F513,06D6
175,5,FE53,F227
175,6,F2B0,FD66
175,7,0B07,0266
175,8,F8F2,F5C0
175,9,0C7A,060E
175,10,F848,0000
175,11,0BF7,FE89
175,12,02C1,F92A
175,13,FFF7,0DD9
175,14,F2B0,029A
175,15,09B7,FF38
176,0,FD78,1230
176,1,015C,F8C2
176,2,0131,0000
176,3,084A,FB26
176,4,FBD6,FF18
176,5,FFB2,FE94
176,6,F15A,FF75
176,7,02D4,FF63
176,8,FD78,EDD0
176,9,FEAC,06EA
176,10,001B,0000
176,11,0092,FE5A
176,12,FA08,00E8
176,13,0D7E,016C
176,14,F15A,008B
176,15,0608,071D
177,0,0AAF,0F8D
177,1,FFBE,F9C1
177,2,0AE3,0000
177,3,07C3,F31D
177,4,0E4E,EECD
177,5,FD6B,1119
177,6,FD07,00E8
177,7,F46C,F98B
177,8,0AAF,F073
177,9,E976,09B9
177,10,0CB3,0000
177,11,EC6B,FE73
177,12,EBEA,1133
177,13,20A3,EEE7
177,14,FD07,FF18
177,15,FFC2,14E5
178,0,030B,04A0
178,1,0082,FC79
178,2,FF42,0000
178,3,05B2,FDB7
178,4,F862,03CA
178,5,FC4A,FB77
178,6,FE95,FD85
178,7,02D8,FF6E
178,8,030B,FB60
178,9,028A,05B5
178,10,FA4C,0000
178,11,01AA,FF63
178,12,FFF8,FC36
178,13,04E4,0489
178,14,FE95,027B
178,15,0484,0378
179,0,FC00,07AD
179,1,00A6,FEC6
179,2,F178,0000
179,3,05C6,0451
179,4,D26A,209E
179,5,F7F5,E3EE
179,6,F771,F74D
179,7,12F8,08E0
179,8,FC00,F853
179,9,1A86,094E
179,10,E012,0000
179,11,1870,FC97
179,12,13A8,DF62
179,13,F4D9,1C12
179,14,F771,08B3
179,15,0B3E,F638
180,0,14B6,EF44
180,1,F8EF,05E9
180,2,F36A,0000
180,3,F277,0986
180,4,FF2D,FF1F
180,5,14F2,1D1A
180,6,1885,0CF5
180,7,EE3F,F241
180,8,14B6,10BC
180,9,EBFD,E443
180,10,0D54,0000
180,11,EC81,0C00
180,12,FD6D,00E1
180,13,F102,E2E6
180,14,1885,F30B
180,15,F0B9,F839
181,0,012F,E9EA
181,1,FDED,074E
181,2,062D,0000
181,3,F5B1,046B
181,4,1F17,EE9A
181,5,0882,0C9C
181,6,0D45,0614
181,7,F79A,FD7D
181,8,012F,1616
181,9,F83D,F1C6
181,10,1255,0000
181,11,F865,034D
181,12,FC4D,1166
181,13,F42A,F364
181,14,0D45,F9EC
181,15,F67C,FACB
182,0,FBB3,FE72
182,1,FEBB,0356
182,2,0E11,0000
182,3,000A,F948
182,4,0BF4,F935
182,5,F234,F87E
182,6,FDDF,F7CA
182,7,0161,080E
182,8,FBB3,018E
182,9,0235,0E48
182,10,FDA5,0000
182,11,01F0,F880
182,12,FE60,06CB
182,13,0AE6,0782
182,14,FDDF,0836
182,15,0099,062A
183,0,04F3,F897
183,1,FE0E,031F
183,2,FBAF,0000
183,3,FA6A,0509
183,4,FAAE,0489
183,5,03C3,0269
183,6,0997,0148
183,7,FDD8,FE64
183,8,04F3,0769
183,9,0036,F92F
183,10,FE3F,0000
183,11,FF44,0307
183,12,03C2,FB77
183,13,F701,FD97
183,14,0997,FEB8
183,15,FBD6,F98C
184,0,03A0,F230
184,1,FE10,0432
184,2,0042,0000
184,3,F799,050A
184,4,1056,F65F
184,5,0A0E,0D26
184,6,0BBE,0660
184,7,F7AE,FB0A
184,8,03A0,0DD0
184,9,F7A0,F1DA
184,10,0D02,0000
184,11,F7B7,04FE
184,12,FD16,09A1
184,13,F652,F2DA
184,14,0BBE,F9A0
184,15,F7A2,FAEE
185,0,FDB1,FF06
185,1,FF54,0207
185,2,0A44,0000
185,3,0218,FA76
185,4,0B2B,F899
185,5,F7DB,FCF0
185,6,FE8D,FAEB
185,7,FFBF,0330
185,8,FDB1,00FA
185,9,FF38,09DF
185,10,001A,0000
185,11,FEC8,FBD8
185,12,FC5F,0767
185,13,0AB1,0310
185,14,FE8D,0515
185,15,0121,0682
186,0,0412,021C
186,1,FDEB,0027
186,2,FB30,0000
186,3,039B,FF5B
186,4,E7D0,107B
186,5,F6D7,F3C4
186,6,0146,F930
186,7,0617,0320
186,8,0412,FDE4
186,9,0989,08F1
186,10,ED90,0000
186,11,071F,FDE7
186,12,08C8,EF85
186,13,000F,0C3C
186,14,0146,06D0
186,15,04A3,FF9E
187,0,F2DD,FA2F
187,1,017C,FAF7
187,2,E0FF,0000
187,3,FCFD,1735
187,4,E0C3,1D4A
187,5,120A,ED19
187,6,FB39,07E0
187,7,1306,FED3
187,8,F2DD,05D1
187,9,1E70,E7E7
187,10,F0BF,0000
187,11,1C27,0A4D
187,12,1B59,E2B6
187,13,CE38,12E7
187,14,FB39,F820
187,15,061E,DFAB
188,0,F041,144F
188,1,0662,FAE9
188,2,0A32,0000
188,3,07D9,F56B
188,4,113E,F24F
188,5,F979,0075
188,6,E8D6,FF8C
188,7,014F,040A
188,8,F041,EBB1
188,9,FA50,0C87
188,10,094A,0000
188,11,FE9B,F941
188,12,F5DE,0DB1
188,13,14F9,FF8B
188,14,E8D6,0074
188,15,0525,0D4A
189,0,FF05,1218
189,1,05BD,FA42
189,2,1025,0000
189,3,0A23,EE2C
189,4,15D0,EB12
189,5,F5E8,0B7A
189,6,F42A,FECB
189,7,F7C2,FF72
189,8,FF05,EDE8
189,9,EC6D,1142
189,10,0DBB,0000
189,11,F027,F8F2
189,12,EBF6,14EE
189,13,24C6,F486
189,14,F42A,0135
189,15,0288,1970
190,0,F707,012B
190,1,04BE,FF6F
190,2,FBBB,0000
190,3,02DD,00C7
190,4,FAA1,0592
190,5,FE3A,F636
190,6,F78B,006C
190,7,0854,04AF
190,8,F707,FED5
190,9,0A36,00EB
190,10,FC93,0000
190,11,0A99,FD95
190,12,05C7,FA6E
190,13,F81C,09CA
190,14,F78B,FF94
190,15,0522,FCF5
191,0,F491,01C3
191,1,0486,FF8F
191,2,FCDA,0000
191,3,FEE0,019E
191,4,0332,005D
191,5,018E,FC53
191,6,F66C,0324
191,7,04D8,0459
191,8,F491,FE3D
191,9,0550,FCC5
191,10,0322,0000
191,11,0752,FE20
191,12,03EE,FFA3
191,13,F784,03AD
191,14,F66C,FCDC
191,15,015A,FBE9
192,0,FEF3,03D1
192,1,0345,013A
192,2,0BB4,0000
192,3,00F2,F538
192,4,1562,EF77
192,5,F966,0B0E
192,6,FD3E,0052
192,7,F796,016B
192,8,FEF3,FC2F
192,9,F0C7,07DC
192,10,0C58,0000
192,11,F3B6,FAB4
192,12,F452,1089
192,13,1392,F4F2
192,14,FD3E,FFAE
192,15,FD12,0EA9
193,0,FE38,F941
193,1,01A5,03B9
193,2,FEF0,0000
193,3,FEA0,FFCC
193,4,FC1C,04F9
193,5,FA15,FA00
193,6,037A,FD96
193,7,027A,040D
193,8,FE38,06BF
193,9,0561,02AD
193,10,FA1C,0000
193,11,0414,FD8C
193,12,0610,FB07
193,13,FAE9,0600
193,14,037A,026A
193,15,003A,FE9B
194,0,FA06,FD94
194,1,FE0E,0558
194,2,F09E,0000
194,3,FDAA,0B86
194,4,D33C,2305
194,5,FB93,E13D
194,6,FD74,F728
194,7,13A4,0A73
194,8,FA06,026C
194,9,2060,0236
194,10,DEEE,0000
194,11,1CC0,FEA8
194,12,1948,DCFB
194,13,E6E1,1EC3
194,14,FD74,08D8
194,15,06C6,EB5F
195,0,1D0F,FDD8
195,1,F378,FF93
195,2,FCF7,0000
195,3,FAD0,03CD
195,4,FC26,FBD9
195,5,10ED,1C16
195,6,173B,0492
195,7,EBB2,ED14
195,8,1D0F,0228
195,9,E742,F255
195,10,061B,0000
195,11,E570,0CA9
195,12,F3DA,0427
195,13,0A9B,E3EA
195,14,173B,FB6E
195,15,F48E,0276
196,0,18A8,F6F6
196,1,F5B5,FFF3
196,2,0B04,0000
196,3,FD03,FF70
196,4,16E8,EA73
196,5,0C94,1A59
196,6,1714,03AE
196,7,EBC6,EF52
196,8,18A8,090A
196,9,E71F,F735
196,10,1260,0000
196,11,E4A3,098A
196,12,EBD0,158D
196,13,0F60,E5A7
196,14,1714,FC52
196,15,F5E0,07B4
197,0,0843,058D
197,1,F86E,FB55
197,2,0751,0000
197,3,085A,FD6C
197,4,FE82,FE07
197,5,FC7E,F9B9
197,6,0029,F920
197,7,0271,FCAA
197,8,0843,FA73
197,9,0278,0A6F
197,10,F991,0000
197,11,0000,00E4
197,12,FA92,01F9
197,13,0DE2,0647
197,14,0029,06E0
197,15,05E9,0506
198,0,0660,0BAC
198,1,FE21,F829
198,2,FC98,0000
198,3,05FD,00A6
198,4,F454,0468
198,5,03D1,FF93
198,6,FD09,FFBB
198,7,017F,FADB
198,8,0660,F454
198,9,0003,0113
198,10,FC0E,0000
198,11,FFA3,0348
198,12,FD26,FB98
198,13,05CB,006D
198,14,FD09,0045
198,15,0421,0137
199,0,0369,04F3
199,1,0288,FAB1
199,2,0200,0000
199,3,0302,FC52
199,4,0FA3,F237
199,5,0712,0F91
199,6,FF21,06F3
199,7,F7E7,F892
199,8,0369,FB0D
199,9,F11E,FB3F
199,10,0FE6,0000
199,11,F34E,02D4
199,12,F413,0DC9
199,13,09AE,F06F
199,14,FF21,F90D
199,15,FE69,0848
200,0,F420,0595
200,1,067A,FE78
200,2,0546,0000
200,3,0654,F908
200,4,0703,FC54
200,5,F651,F712
200,6,F2EA,FD62
200,7,0666,0709
200,8,F420,FA6B
200,9,051C,0AFE
200,10,000A,0000
200,11,066E,F8FE
200,12,FFAD,03AC
200,13,06B7,08EE
200,14,F2EA,029E
200,15,065C,06F1
201,0,F5A6,05F5
201,1,05F5,0063
201,2,F6FB,0000
201,3,05A1,FDAF
201,4,E279,16FF
201,5,F0EF,E901
201,6,F44C,F8FB
201,7,0F21,0BD0
201,8,F5A6,FA0B
201,9,137B,0D0D
201,10,E8F1,0000
201,11,1311,F81F
201,12,1079,E901
201,13,FA23,16FF
201,14,F44C,0705
201,15,0991,FE62
202,0,F4BD,E213
202,1,0C42,0B8D
202,2,E686,0000
202,3,E871,137F
202,4,F665,106A
202,5,1128,03EA
202,6,0E56,0FFA
202,7,0177,0586
202,8,F4BD,1DED
202,9,0AC0,DBCF
202,10,067A,0000
202,11,0BD5,04D7
202,12,173B,EF96
202,13,C60E,FC16
202,14,0E56,F006
202,15,F2CF,E224
203,0,F272,E444
203,1,00F3,1033
203,2,08BC,0000
203,3,EFD4,03E1
203,4,2181,F0C9
203,5,01DD,0613
203,6,083D,02E1
203,7,FA32,067C
203,8,F272,1BBC
203,9,FDF3,F513
203,10,0E7E,0000
203,11,FE7E,FDCF
203,12,0315,0F37
203,13,EF3D,F9ED
203,14,083D,FD1F
203,15,F420,F7D4
204,0,0499,F7B4
204,1,F869,0970
204,2,1210,0000
204,3,FCD0,F805
204,4,135B,F2CF
204,5,F4B3,028E
204,6,06CD,F7D7
204,7,F8FC,0426
204,8,0499,084C
204,9,F81F,0C56
204,10,01BE,0000
204,11,F768,FA45
204,12,F8FB,0D31
204,13,1185,FD72
204,14,06CD,0829
204,15,FB3C,0990
205,0,0EA6,FB3C
205,1,F64A,FF5A
205,2,FEB6,0000
205,3,FD6C,077B
205,4,F56F,05AF
205,5,0633,0129
205,6,0EE5,FC79
205,7,FC94,F7AC
205,8,0EA6,04C4
205,9,00B0,FB4C
205,10,F7A8,0000
205,11,FC3C,07FB
205,12,00CF,FA51
205,13,FCFB,FED7
205,14,0EE5,0387
205,15,FD14,F8DE
206,0,07CE,029C
206,1,FB25,F9EF
206,2,FE7D,0000
206,3,02CB,049D
206,4,030E,FB15
206,5,0C86,07FA
206,6,0361,03D4
206,7,FC56,F4ED
206,8,07CE,FD64
206,9,FAD5,F79F
206,10,0625,0000
206,11,F9AB,0867
206,12,F93A,04EB
206,13,0100,F806
206,14,0361,FC2C
206,15,0020,FE0F
207,0,00CF,12D7
207,1,01B0,F6B9
207,2,0AFB,0000
207,3,0DD0,F279
207,4,0AB3,F389
207,5,F7E6,0243
207,6,F2A2,FCE9
207,7,FF03,FEB9
207,8,00CF,ED29
207,9,F68A,10EB
207,10,04CD,0000
207,11,F8E2,FB25
207,12,F1C7,0C77
207,13,1E66,FDBD
207,14,F2A2,0317
207,15,07AF,13A9
208,0,FED9,088A
208,1,0565,FD5C
208,2,FBB3,0000
208,3,06C4,FA8B
208,4,EDE0,0B60
208,5,F5DB,F683
208,6,F94E,FC89
208,7,064B,04FB
208,8,FED9,F776
208,9,05E1,0A98
208,10,F4C5,0000
208,11,061A,FAD3
208,12,04A2,F4A0
208,13,04EF,097D
208,14,F94E,0377
208,15,0693,05A7
209,0,ED37,FD4C
209,1,0256,FB9F
209,2,E6D2,0000
209,3,FDDB,14A8
209,4,DB85,2006
209,5,0AF2,E5EC
209,6,F504,0274
209,7,162E,03AA
209,8,ED37,02B4
209,9,2338,EF1D
209,10,EBBA,0000
209,11,2043,066A
209,12,1B93,DFFA
209,13,D0CA,1A14
209,14,F504,FD8C
209,15,07F0,E144
210,0,EED9,0AFD
210,1,0AA4,0059
210,2,0471,0000
210,3,04A0,F598
210,4,0E6F,F51B
210,5,FCC1,03FA
210,6,E978,04E5
210,7,017E,0745
210,8,EED9,F503
210,9,F9B2,04D3
210,10,0E3B,0000
210,11,0032,F76E
210,12,F8A7,0AE5
210,13,0A7F,FC06
210,14,E978,FB1B
210,15,0354,0BB5
211,0,0096,0138
211,1,02BF,0433
211,2,0EB8,0000
211,3,004F,F146
211,4,1BBA,EB0E
211,5,F72B,0E14
211,6,FC43,0113
211,7,F5AD,0417
211,8,0096,FEC8
211,9,ECE7,094F
211,10,10DE,0000
211,11,F147,F782
211,12,F1D8,14F2
211,13,16FB,F1EC
211,14,FC43,FEED
211,15,FBE9,1321
212,0,FF67,F750
212,1,FF1A,0483
212,2,01D6,0000
212,3,F8E2,0462
212,4,FDCD,0422
212,5,FD60,F9C6
212,6,06F8,FC9E
212,7,0190,044B
212,8,FF67,08B0
212,9,073E,FEC7
212,10,FB12,0000
212,11,052A,FF4E
212,12,0613,FBDE
212,13,F592,063A
212,14,06F8,0362
212,15,FC7C,F805
213,0,039E,FE65
213,1,FA33,FFDB
213,2,FFC2,0000
213,3,FECE,05DA
213,4,FDAB,00C8
213,5,0707,0116
213,6,03B2,FF6E
213,7,FF24,FA7B
213,8,039E,019B
213,9,0105,FAB1
213,10,FE9E,0000
213,11,FF48,05A8
213,12,FF3D,FF38
213,13,FC71,FEEA
213,14,03B2,0092
213,15,FEF2,FA03
214,0,0992,08FD
214,1,FE4E,FA9E
214,2,0A31,0000
214,3,0685,F583
214,4,0FBF,EFC8
214,5,FEB5,0E4C
214,6,FF67,00F6
214,7,F646,FA3D
214,8,0992,F703
214,9,EDA0,06FC
214,10,0C1D,0000
214,11,EF8D,FF09
214,12,EF51,1038
214,13,19AD,F1B4
214,14,FF67,FF0A
214,15,FFCC,1137
215,0,FEFC,004C
215,1,03F2,FE4E
215,2,FD22,0000
215,3,03B9,FDA5
215,4,F991,052E
215,5,FA51,F9DD
215,6,FF68,FE6C
215,7,03EB,028C
215,8,FEFC,FFB4
215,9,0498,04F0
215,10,F9FA,0000
215,11,0401,FD89
215,12,03EF,FAD2
215,13,FFEB,0623
215,14,FF68,0194
215,15,03CF,0246
216,0,F667,FFC5
216,1,FEC8,05A9
216,2,F1AC,0000
216,3,FCC5,0D54
216,4,D34E,2294
216,5,FD94,E017
216,6,F98F,F7CD
216,7,14A3,0A89
216,8,F667,003B
216,9,2286,0007
216,10,E146,0000
216,11,1E87,FF5A
216,12,1878,DD6C
216,13,E334,1FE9
216,14,F98F,0833
216,15,06A9,E8C9
217,0,1130,10EB
217,1,F980,F2C4
217,2,FE16,0000
217,3,087D,FEC5
217,4,FBAB,FABB
217,5,0D3F,1287
217,6,02F7,02CB
217,7,F48A,ED47
217,8,1130,EF15
217,9,ED3A,FCE6
217,10,03AC,0000
217,11,EC47,0A75
217,12,F123,0545
217,13,15E3,ED79
217,14,02F7,FD35
217,15,003A,097F
218,0,06AD,063A
218,1,03CA,FA09
218,2,06F4,0000
218,3,080E,F5F2
218,4,1822,EA38
218,5,04F1,138B
218,6,FF15,06F5
218,7,F4E1,F6E0
218,8,06AD,F9C6
218,9,EA92,00A9
218,10,14DE,0000
218,11,ECF0,012E
218,12,EC94,15C8
218,13,1691,EC75
218,14,FF15,F90B
218,15,001D,1200
219,0,F4E4,FE91
219,1,05A4,0228
219,2,0189,0000
219,3,00C2,FC5A
219,4,0479,0058
219,5,F73E,F517
219,6,F7B1,FE84
219,7,07C1,0AA4
219,8,F4E4,016F
219,9,0906,06B6
219,10,FE91,0000
219,11,0AA8,F842
219,12,052B,FFA8
219,13,FCBC,0AE9
219,14,F7B1,017C
219,15,03A9,00C0
220,0,FE98,FA0A
220,1,FEDA,06BA
220,2,00A5,0000
220,3,F83E,042D
220,4,FE4B,02A5
220,5,00FC,FF83
220,6,04B4,FEAF
220,7,FE89,021D
220,8,FE98,05F6
220,9,0216,FC3A
220,10,FE03,0000
220,11,0126,007F
220,12,0397,FD5B
220,13,F86A,007D
220,14,04B4,0151
220,15,FADB,F937
221,0,0BF9,FD58
221,1,F964,FF09
221,2,06D2,0000
221,3,0005,FDA3
221,4,1153,F10D
221,5,05D4,1161
221,6,094F,02A3
221,7,F3B4,F60B
