frame,k,outRe_hex,outIm_hex
73,9,0502,045B
73,10,F907,0000
73,11,0439,FE76
73,12,0381,FA61
73,13,FFF9,064C
73,14,FEAE,02FB
73,15,0298,FFEA
74,0,FF1B,FF81
74,1,FFFD,FFFA
74,2,F6BC,0000
74,3,0001,04C0
74,4,EC1C,0F0C
74,5,FF98,F695
74,6,FFAF,FE9D
74,7,06B1,01EF
74,8,FF1B,007F
74,9,0ACD,FE86
74,10,F3F6,0000
74,11,0977,00D6
74,12,0A36,F0F4
74,13,F498,096B
74,14,FFAF,0163
74,15,02C7,F87B
75,0,FD8F,FF80
75,1,FFD4,FFAD
75,2,F70C,0000
75,3,FDE7,06D9
75,4,F28B,0AAE
75,5,051C,FA94
75,6,FECA,0170
75,7,0523,0062
75,8,FD8F,0080
75,9,0896,F96F
75,10,F9EC,0000
75,11,0823,029D
75,12,07E9,F552
75,13,F266,056C
75,14,FECA,FE90
75,15,00E7,F628
76,0,0556,FE2D
76,1,FFAF,001D
76,2,0715,0000
76,3,FCF8,FBE8
76,4,184D,ED1C
76,5,05E5,1473
76,6,0527,0652
76,7,F2C3,F9E2
76,8,0556,01D3
76,9,EC3D,FA43
76,10,13B9,0000
76,11,EE8A,01E4
76,12,F287,12E4
76,13,0A6B,EB8D
76,14,0527,F9AE
76,15,F8BF,0852
77,0,FCEE,02CA
77,1,0084,0022
77,2,0A25,0000
77,3,0459,F9B7
77,4,099C,F901
77,5,F780,FB18
77,6,FBA7,FAAE
77,7,017C,036B
77,8,FCEE,FD36
77,9,007E,0BA0
77,10,FF81,0000
77,11,004D,FB65
77,12,FBA0,06FF
77,13,0C9A,04E8
77,14,FBA7,0552
77,15,032A,0779
78,0,00EF,FF7D
78,1,FFDD,FFDA
78,2,FD56,0000
78,3,FF5A,01B0
78,4,FC1F,02C3
78,5,0199,FFA6
78,6,010B,00B7
78,7,0085,FF7A
78,8,00EF,0083
78,9,0143,FDDC
78,10,FEC4,0000
78,11,0102,0102
78,12,01A7,FD3D
78,13,FCAD,005A
78,14,010B,FF49
78,15,FFD7,FDD4
79,0,0036,FF0C
79,1,FFFA,0022
79,2,FFEE,0000
79,3,FF21,0080
79,4,022B,FE9A
79,5,0168,01E5
79,6,00DA,010C
79,7,FEF2,FF50
79,8,0036,00F4
79,9,FEAE,FE3A
79,10,0206,0000
79,11,FEDF,009C
79,12,FF61,0166
79,13,FF24,FE1B
79,14,00DA,FEF4
79,15,FF0E,FF94
80,0,FEEB,0000
80,1,002C,FFFD
80,2,0239,0000
80,3,FFC6,FF82
80,4,05A5,FC1D
80,5,00BB,019C
80,6,FF38,0087
80,7,FF0E,FFC5
80,8,FEEB,0000
80,9,FE5E,FFBB
80,10,0347,0000
80,11,FEC2,FFEE
80,12,FDE1,03E3
80,13,017B,FE64
80,14,FF38,FF79
80,15,FF7A,00CB
81,0,022C,0184
81,1,FFFD,FFF5
81,2,04D7,0000
81,3,0197,FB76
81,4,064D,FA61
81,5,FCDE,03D8
81,6,0050,FF23
81,7,FCA0,FF92
81,8,022C,FE7C
81,9,FA11,0445
81,10,031D,0000
81,11,FA93,FE60
81,12,FB11,059F
81,13,094C,FC28
81,14,0050,00DD
81,15,FF8A,0698
82,0,FE53,0005
82,1,0014,000F
82,2,FB39,0000
82,3,017B,0254
82,4,F13E,0B58
82,5,FCAC,F546
82,6,FEB0,FCB7
82,7,06C4,02F4
82,8,FE53,FFFB
82,9,0A80,02AB
82,10,F4A7,0000
82,11,08F5,FF3C
82,12,07F0,F4A8
82,13,F992,0ABA
82,14,FEB0,0349
82,15,03AC,FB7C
83,0,0008,FF88
83,1,FFD7,000B
83,2,F5F9,0000
83,3,FF72,04CD
83,4,EB89,0F39
83,5,0042,F848
83,6,007C,FF4B
83,7,05A1,0161
83,8,0008,0078
83,9,095B,FD93
83,10,F48F,0000
83,11,0832,012F
83,12,09FD,F0C7
83,13,F49E,07B8
83,14,007C,00B5
83,15,0203,F8A3
84,0,FC2D,FD14
84,1,0012,FFE7
84,2,F753,0000
84,3,FBA5,08D3
84,4,F939,06C2
84,5,08FF,FDBC
84,6,FFB7,0402
84,7,03A6,FF2D
84,8,FC2D,02EC
84,9,0720,F4B5
84,10,FF57,0000
84,11,06F7,0423
84,12,06BF,F93E
84,13,EEAD,0244
84,14,FFB7,FBFE
84,15,FEF6,F3DD
85,0,06B3,0357
85,1,FFAE,FFBD
85,2,0EC5,0000
85,3,0126,F44D
85,4,1CD6,E818
85,5,FDB2,14A5
85,6,0280,023B
85,7,F107,FB93
85,8,06B3,FCA9
85,9,E77C,053B
85,10,133B,0000
85,11,EA5A,FDBF
85,12,ED08,17E8
85,13,1A20,EB5B
85,14,0280,FDC5
85,15,FA79,1261
86,0,FBF7,FE5D
86,1,008B,006E
86,2,0252,0000
86,3,016E,00C7
86,4,011A,00B5
86,5,FD32,F795
86,6,FE08,FCF6
86,7,0505,02CF
86,8,FBF7,01A3
86,9,07AD,0374
86,10,FC3E,0000
86,11,0682,FEAD
86,12,0286,FF4B
86,13,FDB4,086B
86,14,FE08,030A
86,15,02EB,FDBD
87,0,00CD,0168
87,1,FFF7,FFB8
87,2,0063,0000
87,3,0035,FEF6
87,4,0075,FF0E
87,5,0007,0210
87,6,FF9B,0058
87,7,FEB1,FF85
87,8,00CD,FE98
87,9,FDA1,0052
87,10,0113,0000
87,11,FE11,FFDA
87,12,FE93,00F2
87,13,026F,FDF0
87,14,FF9B,FFA8
87,15,FF95,01AB
88,0,00C1,FFE7
88,1,FFBD,0004
88,2,0079,0000
88,3,FFD1,FFED
88,4,00C9,FF37
88,5,0076,00BE
88,6,00A8,0019
88,7,FF65,FFA6
88,8,00C1,0019
88,9,FF45,FFD0
88,10,00AB,0000
88,11,FF39,002D
88,12,FF39,00C9
88,13,00AC,FF42
88,14,00A8,FFE7
88,15,FFA5,0040
89,0,0086,FD0A
89,1,0022,0056
89,2,0186,0000
89,3,FDBF,0087
89,4,0A18,F933
89,5,03E8,06B0
89,6,0294,033A
89,7,FBF3,FDAC
89,8,0086,02F6
89,9,FAB4,FB4C
89,10,07FA,0000
89,11,FB35,0195
89,12,FC80,06CD
89,13,FF44,F950
89,14,0294,FCC6
89,15,FD01,0038
90,0,FEA8,0458
90,1,0066,FFD4
90,2,0593,0000
90,3,0473,FA60
90,4,FF91,FF90
90,5,F708,FA73
90,6,FBFD,FAB8
90,7,021F,034B
90,8,FEA8,FBA8
90,9,015C,0B36
90,10,FB03,0000
90,11,0129,FBBE
90,12,FEB3,0070
90,13,0AB4,058D
90,14,FBFD,0548
90,15,037D,0697
91,0,0002,FED3
91,1,FFDC,FFDA
91,2,F608,0000
91,3,FF97,0575
91,4,EBCC,0F3F
91,5,0093,F737
91,6,00C6,FF34
91,7,065F,0152
91,8,0002,012D
91,9,0AAA,FD34
91,10,F470,0000
91,11,092F,017D
91,12,0A4C,F0C1
91,13,F33F,08C9
91,14,00C6,00CC
91,15,0267,F7BC
92,0,FF29,01FB
92,1,FF54,FFC9
92,2,F692,0000
92,3,0082,04BF
92,4,E861,1129
92,5,FF0A,F4C0
92,6,FE13,FD6F
92,7,07E2,02A0
92,8,FF29,FE05
92,9,0C1E,0023
92,10,F170,0000
92,11,0AF2,006F
92,12,0AB5,EED7
92,13,F604,0B40
92,14,FE13,0291
92,15,0392,F832
93,0,02F5,F720
93,1,FFD7,0070
93,2,FB1F,0000
93,3,F719,0729
93,4,0F46,F658
93,5,109A,1275
93,6,086A,0BB9
93,7,F68B,F848
93,8,02F5,08E0
93,9,F4AB,EB20
93,10,1291,0000
93,11,F651,077D
93,12,FBF8,09A8
93,13,F2B4,ED8B
93,14,086A,F447
93,15,F6DF,F912
94,0,FD59,094F
94,1,0072,FFB3
94,2,1372,0000
94,3,0830,F13F
94,4,12A6,F090
94,5,F067,FE3D
94,6,F735,F77B
94,7,FE3C,04CC
94,8,FD59,F6B1
94,9,F8C6,160B
94,10,0268,0000
94,11,FA1E,F715
94,12,F3C8,0F70
94,13,1EA9,01C3
94,14,F735,0885
94,15,0412,12E0
95,0,0360,FBB9
95,1,FFC0,0008
95,2,FBDF,0000
95,3,FD01,03E0
95,4,FFD7,0058
95,5,065A,049D
95,6,0561,03C8
95,7,FDAB,FCC9
95,8,0360,0447
95,9,FE60,F7DC
95,10,036F,0000
95,11,FDF3,037E
95,12,0089,FFA8
95,13,F88E,FB63
95,14,0561,FC38
95,15,FD49,FBD9
96,0,FDD5,008F
96,1,004F,0042
96,2,026A,0000
96,3,012E,FE8E
96,4,0192,FF3C
96,5,FD05,FD10
96,6,FE21,FE1F
96,7,0165,01A8
96,8,FDD5,FF71
96,9,01AF,039A
96,10,FEA8,0000
96,11,017C,FE6E
96,12,000C,00C4
96,13,0263,02F0
96,14,FE21,01E1
96,15,0145,015C
97,0,FDF9,0025
97,1,0012,FF81
97,2,FED2,0000
97,3,FED4,026F
97,4,0173,FF6B
97,5,03A1,002B
97,6,FEAF,0199
97,7,00BE,FF7A
97,8,FDF9,FFDB
97,9,014A,FC71
97,10,0204,0000
97,11,018A,0151
97,12,004B,0095
97,13,FC11,FFD5
97,14,FEAF,FE67
97,15,FFA0,FCC6
98,0,064C,0313
98,1,FF95,FFDD
98,2,097C,0000
98,3,0243,F6E7
98,4,0E0D,F32E
98,5,FB4D,0B66
98,6,0260,FF90
98,7,F6DD,FDB2
98,8,064C,FCED
98,9,F0CD,06E5
98,10,089C,0000
98,11,F225,FD95
98,12,F46B,0CD2
98,13,13AD,F49A
98,14,0260,0070
98,15,FD8B,0DD2
99,0,FBF8,FC7D
99,1,0055,0081
99,2,F8D4,0000
99,3,FFD4,0632
99,4,F06E,0D8A
99,5,FEFB,F1FD
99,6,FF8B,FD6F
99,7,0969,0362
99,8,FBF8,0383
99,9,0F95,FEFD
99,10,F3B2,0000
99,11,0D62,0096
99,12,0B84,F276
99,13,F12F,0E03
99,14,FF8B,0291
99,15,03CD,F5D6
100,0,007E,02BF
100,1,FFF8,0002
100,2,F8B8,0000
100,3,0216,00A6
100,4,E9FC,0F66
100,5,FAAB,F6DF
100,6,FE5B,FC7F
100,7,05BF,0302
100,8,007E,FD41
100,9,081C,0446
100,10,F1B6,0000
100,11,0744,FE82
100,12,08CA,F09A
100,13,FC5B,0921
100,14,FE5B,0381
100,15,039B,FDD6
101,0,F8EB,F9BB
101,1,0058,FFCD
101,2,EFBA,0000
101,3,F88E,1046
101,4,F167,0E39
101,5,0F4C,F941
101,6,FFD9,0679
101,7,0819,FF44
101,8,F8EB,0645
101,9,0F84,EC29
101,10,FCAC,0000
101,11,0E8A,072C
101,12,0DDB,F1C7
101,13,DEC2,06BF
101,14,FFD9,F987
101,15,FEFF,E94A
102,0,0A25,0959
102,1,FF5F,FF2E
102,2,1605,0000
102,3,04A6,EC26
102,4,21C8,E1E4
102,5,F732,1935
102,6,0144,FF8B
102,7,EC5A,FB8D
102,8,0A25,F6A7
102,9,DEA1,0EB0
102,10,151B,0000
102,11,E24A,FA62
102,12,E592,1E1C
102,13,2BE0,E6CB
102,14,0144,0075
102,15,FA96,1DEB
103,0,FB11,F781
103,1,00B5,0114
103,2,FBB0,0000
103,3,FD03,087B
103,4,FFB9,03B7
103,5,0587,F7F6
103,6,0279,0143
103,7,0616,0097
103,8,FB11,087F
103,9,0BED,F834
103,10,FE36,0000
103,11,09D9,032B
103,12,0729,FC49
103,13,EDFD,080A
103,14,0279,FEBD
103,15,00C6,F3C3
104,0,FFFC,05E9
104,1,0041,FF95
104,2,0780,0000
104,3,03AF,F85C
104,4,05FD,FA0A
104,5,F8B5,01C3
104,6,FBCC,FCDA
104,7,FDAE,01A2
104,8,FFFC,FA17
104,9,F9FD,09E5
104,10,0134,0000
104,11,FB33,FBE2
104,12,FA13,05F6
104,13,0F97,FE3D
104,14,FBCC,0326
104,15,0134,0A20
105,0,FF4F,FED7
105,1,FFA8,FFAF
105,2,FB94,0000
105,3,FE88,04A9
105,4,F9D6,04FB
105,5,042E,FCCD
105,6,005C,00EE
105,7,02F1,FFBF
105,8,FF4F,0129
105,9,0562,FB59
105,10,FD70,0000
105,11,04C6,0215
105,12,03CE,FB05
105,13,F776,0333
105,14,005C,FF12
105,15,005D,F983
106,0,0609,FD80
106,1,FFC9,00A4
106,2,06E9,0000
106,3,FE2B,FAC7
106,4,1400,F027
106,5,02A1,1169
106,6,0617,0454
106,7,F3E8,FAF5
106,8,0609,0280
106,9,EE41,FD58
106,10,0F91,0000
106,11,EFA9,00CB
106,12,F450,0FD9
106,13,0B4D,EE97
106,14,0617,FBAC
106,15,F9EC,0979
107,0,F7F8,00BE
107,1,010B,0057
107,2,0045,0000
107,3,0359,0110
107,4,F771,0827
107,5,F932,EEDC
107,6,F9C6,F9DB
107,7,0A76,060C
107,8,F7F8,FF42
107,9,0F5B,07B7
107,10,F3FB,0000
107,11,0D69,FCE6
107,12,07C1,F7D9
107,13,FBB2,1124
107,14,F9C6,0625
107,15,064C,FBFE
108,0,039B,03A4
108,1,FFBD,FF68
108,2,FA58,0000
108,3,0240,FEC0
108,4,EE62,0B16
108,5,FB8B,FC96
108,6,0011,FDE7
108,7,01D1,00D0
108,8,039B,FC5C
108,9,0217,03DE
108,10,F626,0000
108,11,01A4,FF02
108,12,0490,F4EA
108,13,0117,036A
108,14,0011,0219
108,15,0213,016E
109,0,F97D,FFFA
109,1,FF24,FEE1
109,2,EE27,0000
109,3,FE46,0E55
109,4,DD70,1B42
109,5,0608,EAD4
109,6,FBE2,FE89
109,7,1035,0399
109,8,F97D,0006
109,9,1A2C,F821
109,10,EB39,0000
109,11,17A4,03D5
109,12,13F6,E4BE
109,13,E374,152C
109,14,FBE2,0177
109,15,05B5,EA3D
110,0,0F96,FBCD
110,1,FEEA,00BA
110,2,08D8,0000
110,3,F9FB,F7FC
110,4,231D,E2DF
110,5,09F9,2841
110,6,0EC1,0BEB
110,7,E52B,F333
110,8,0F96,0433
110,9,D904,F4EC
110,10,20AE,0000
110,11,DC8D,042E
110,12,E8DD,1D21
110,13,1357,D7BF
110,14,0EC1,F415
110,15,F15D,10A3
111,0,F04D,FD94
111,1,01F4,010D
111,2,04BE,0000
111,3,02A8,0380
111,4,032A,0244
111,5,FABB,E9D4
111,6,F693,F951
111,7,0E15,07EC
111,8,F04D,026C
111,9,1526,06DF
111,10,F760,0000
111,11,12D2,FCD0
111,12,07B4,FDBC
111,13,F73F,162C
111,14,F693,06AF
111,15,0765,F7C4
112,0,07D9,08CA
112,1,FF6F,FED0
112,2,09D9,0000
112,3,0402,F3B3
112,4,0AE9,F387
112,5,F9A5,0DF4
112,6,FF44,FF49
112,7,F559,FDA3
112,8,07D9,F736
112,9,ECC5,09F6
112,10,086B,0000
112,11,EF48,FC4B
112,12,F1F9,0C79
112,13,1AC3,F20C
112,14,FF44,00B7
112,15,FDF1,125F
113,0,FE53,FB23
113,1,FF8E,0035
113,2,F875,0000
113,3,FDAD,082F
113,4,F513,09D1
113,5,04EC,F794
113,6,0212,006F
113,7,067B,009E
113,8,FE53,04DD
113,9,0BE6,F945
113,10,F953,0000
113,11,0A21,0307
113,12,08B7,F62F
113,13,EF62,086C
113,14,0212,FF91
113,15,0153,F42C
114,0,031E,FC19
114,1,0069,00E3
114,2,04D5,0000
114,3,FC95,FD58
114,4,14A7,F0CB
114,5,0538,1102
114,6,04F0,05E7
114,7,F524,FB36
114,8,031E,03E7
114,9,F03B,F99D
114,10,10A3,0000
114,11,F20F,01B4
114,12,F63F,0F35
114,13,057C,EEFE
114,14,04F0,FA19
114,15,F980,05BE
115,0,F7D9,046D
115,1,013B,FFDA
115,2,05BF,0000
115,3,0567,FC9D
115,4,FE52,0212
115,5,F677,F175
115,6,F6E6,F8B7
115,7,085B,0656
115,8,F7D9,FB93
115,9,0A8D,0C84
115,10,F72D,0000
115,11,0995,FAE3
115,12,0278,FDEE
115,13,0585,0E8B
115,14,F6E6,0749
115,15,06A1,022A
116,0,0622,03FC
116,1,FF60,FF28
116,2,FC64,0000
116,3,0281,FD31
116,4,F21E,0795
116,5,FBE0,0008
116,6,018A,FE5C
116,7,FF35,FF82
116,8,0622,FC04
116,9,FE30,0448
116,10,F91C,0000
116,11,FDD9,FF21
116,12,014A,F86B
116,13,052C,FFF8
116,14,018A,01A4
116,15,0125,042C
117,0,FD92,FFC7
117,1,FE64,0024
117,2,EEAE,0000
117,3,FF8C,0BDE
117,4,D664,1F79
117,5,0067,E83C
117,6,FEBC,FB3C
117,7,1052,04E7
117,8,FD92,0039
117,9,1AAE,FDAE
117,10,E526,0000
117,11,1746,020C
117,12,1558,E087
117,13,E7B3,17C4
117,14,FEBC,04C4
117,15,0680,ED2F
118,0,0B1D,F093
118,1,FF94,019D
118,2,FAC1,0000
118,3,F207,0606
118,4,1B70,ED11
118,5,15F1,24E6
118,6,1399,1296
118,7,EA35,F227
118,8,0B1D,0F6D
118,9,E45C,E24D
118,10,1FED,0000
118,11,E6F9,0A9C
118,12,F594,12EF
118,13,F437,DB1A
118,14,1399,ED6A
118,15,EECB,FD37
119,0,E9FB,0750
119,1,0319,FFE4
119,2,0DA5,0000
119,3,07B4,FC23
119,4,0801,FDFD
119,5,F0E3,E460
119,6,EBEC,F3AB
119,7,10C3,0CEB
119,8,E9FB,F8B0
119,9,1563,148A
119,10,F4FB,0000
119,11,1484,F6D5
119,12,03FD,0203
119,13,0677,1BA0
119,14,EBEC,0C55
119,15,0B75,001D
120,0,0F05,0AF1
120,1,FEBE,FE25
120,2,0B51,0000
120,3,04E5,F06F
120,4,0DE7,EEC6
120,5,FB23,175C
120,6,02D3,00F8
120,7,EEEC,F997
120,8,0F05,F50F
120,9,E2A4,09D3
120,10,0D41,0000
120,11,E5D3,FD4F
120,12,EB75,113A
120,13,23C3,E8A4
120,14,02D3,FF08
120,15,FBCC,18AB
121,0,FEF3,F753
121,1,FF00,00D3
121,2,F652,0000
121,3,FC40,0AFC
121,4,F2B4,0C6C
121,5,068D,F57C
121,6,04F7,00B9
121,7,07C1,0084
121,8,FEF3,08AD
121,9,0F54,F677
121,10,F7C4,0000
121,11,0C86,0440
121,12,0B8E,F394
121,13,E933,0A84
121,14,04F7,FF47
121,15,0105,F040
122,0,01EA,FB9C
122,1,005C,010A
122,2,03E3,0000
122,3,FBD9,FE82
122,4,130E,F290
122,5,052C,0F1E
122,6,04F2,05B9
122,7,F63E,FBE2
122,8,01EA,0464
122,9,F272,F934
122,10,0F55,0000
122,11,F3ED,01CC
122,12,F830,0D70
122,13,02FC,F0E2
122,14,04F2,FA47
122,15,F988,03D0
123,0,F801,02ED
123,1,0195,0016
123,2,067A,0000
123,3,03DE,FCC1
123,4,0483,FE01
123,5,F853,F5F6
123,6,F867,FAD9
123,7,05B2,0512
123,8,F801,FD13
123,9,06CB,09D4
123,10,FC2C,0000
123,11,0674,FBAF
123,12,0087,01FF
123,13,0549,0A0A
123,14,F867,0527
123,15,04A0,027E
124,0,0335,05B9
124,1,FFF3,FF1A
124,2,FF26,0000
124,3,0431,FBA9
124,4,F3F8,068B
124,5,F8E1,FC9C
124,6,FDFC,FC4C
124,7,015F,0184
124,8,0335,FA47
124,9,0043,083A
124,10,F7BE,0000
124,11,0035,FD51
124,12,0110,F975
124,13,07E1,0364
124,14,FDFC,03B4
124,15,0307,0582
125,0,00DC,00E0
125,1,FE3A,00B0
125,2,EF30,0000
125,3,005D,0912
125,4,D463,1FD8
125,5,FD90,E9EA
125,6,FFB4,FA74
125,7,0EDA,056A
125,8,00DC,FF20
125,9,17A4,00A2
125,10,E418,0000
125,11,14DB,0096
125,12,1415,E028
125,13,ECA2,1616
125,14,FFB4,058C
125,15,065E,F0EE
126,0,0A0C,EA45
126,1,FFB8,024E
126,2,F422,0000
126,3,EE53,0C7C
126,4,1623,F2F2
126,5,1B48,22DC
126,6,17C8,14CC
126,7,EC1C,F14C
126,8,0A0C,15BB
126,9,E9FE,DA08
126,10,1DBA,0000
126,11,EB33,0DCA
126,12,FC09,0D0E
126,13,E5F8,DD24
126,14,17C8,EB34
126,15,ED6A,F46E
127,0,E42A,0618
127,1,04F5,00A7
127,2,0E5D,0000
127,3,0753,FCD3
127,4,0C2C,FC48
127,5,F1CC,E2ED
127,6,E93E,F43D
127,7,11D3,0DAC
127,8,E42A,F9E8
127,9,1769,1373
127,10,F6D7,0000
127,11,162D,F6AD
127,12,04BE,03B8
127,13,03D2,1D13
127,14,E93E,0BC3
127,15,0BAD,FED4
128,0,0C3B,111D
128,1,FED0,FD31
128,2,0F17,0000
128,3,08CC,EC37
128,4,0DDA,EDE5
128,5,F5F8,1351
128,6,FC31,FDFC
128,7,F132,FC2E
128,8,0C3B,EEE3
128,9,E3C2,11B3
128,10,0B0F,0000
128,11,E76C,FA0B
128,12,E9A6,121B
128,13,2C4A,ECAF
128,14,FC31,0204
128,15,FF06,1D90
129,0,035D,FAA4
129,1,FE41,FF98
129,2,F68B,0000
129,3,FD05,09BB
129,4,F0B5,0BED
129,5,0732,F90A
129,6,0628,00DF
129,7,0545,FE84
129,8,035D,055C
129,9,0B33,F726
129,10,F849,0000
129,11,08B1,04E7
129,12,0891,F413
129,13,EE44,06F6
129,14,0628,FF21
129,15,0071,F2DA
130,0,082D,F9CC
130,1,FED2,01AF
130,2,0449,0000
130,3,FBA1,FDB1
130,4,12ED,F151
130,5,0607,13D6
130,6,0A02,05EF
130,7,F2C1,F96E
130,8,082D,0634
130,9,ED9C,F88D
130,10,1027,0000
130,11,EF15,02E5
130,12,F591,0EAF
130,13,0657,EC2A
130,14,0A02,FA11
130,15,F7F5,05FC
131,0,F8E6,F91D
131,1,0133,022F
131,2,02F0,0000
131,3,FEF1,018C
131,4,0913,FCE7
131,5,FEC3,FA2B
131,6,FEFD,FF17
131,7,0393,0315
131,8,F8E6,06E3
131,9,066D,FFB9
131,10,011E,0000
131,11,057F,FED6
131,12,02E3,0319
131,13,F955,05D5
131,14,FEFD,00E9
131,15,00DD,FC89
132,0,FA9B,05E0
132,1,0180,FFC3
132,2,00B4,0000
132,3,051E,FBD9
132,4,F3AE,0901
132,5,F499,F2C1
132,6,F838,F942
132,7,0755,065D
132,8,FA9B,FA20
132,9,0926,0C85
132,10,F338,0000
132,11,0840,FA8D
132,12,05B2,F6FF
132,13,04BB,0D3F
132,14,F838,06BE
132,15,0609,033D
133,0,FF19,0593
133,1,FEC1,000C
133,2,F015,0000
133,3,018B,07F8
133,4,D281,2053
133,5,FC9B,E8DF
133,6,FBF8,F9A3
133,7,0F72,05EE
133,8,FF19,FA6D
133,9,17C3,030E
133,10,E35B,0000
133,11,1535,FFD4
133,12,1329,DFAD
133,13,F011,1721
133,14,FBF8,065D
133,15,074E,F246
134,0,1217,EF4E
134,1,FDCA,0161
134,2,F7C0,0000
134,3,F0CB,06EE
134,4,148D,F0F4
134,5,16B4,2748
134,6,1A12,12B8
134,7,E7E8,F02E
134,8,1217,10B2
134,9,E25E,E0E1
134,10,1D30,0000
134,11,E43B,0C24
134,12,F677,0F0C
134,13,F3E2,D8B8
134,14,1A12,ED48
134,15,ED1E,FCC0
135,0,E94E,F901
135,1,046C,0286
135,2,0787,0000
135,3,FEED,049F
135,4,1172,FAC5
135,5,FC49,ED21
135,6,F665,FBD4
135,7,0C3E,08B1
135,8,E94E,06FF
135,9,133C,02DE
135,10,FF2F,0000
135,11,11C3,FCD3
135,12,06FE,053B
135,13,F2DD,12DF
135,14,F665,042C
135,15,0472,F5DD
136,0,FF2D,0F0E
136,1,0156,FEE3
136,2,0F9D,0000
136,3,0A05,EE73
136,4,0D09,F25F
136,5,F119,045C
136,6,F43E,F9F7
136,7,FB41,02C8
136,8,FF2D,F0F2
136,9,F23E,15CF
136,10,038B,0000
136,11,F525,F71B
136,12,F1C9,0DA1
136,13,23ED,FBA4
136,14,F43E,0609
136,15,03E9,17AA
137,0,FEA1,00EF
137,1,FF90,FDD7
137,2,F77C,0000
137,3,FF2C,07B5
137,4,F18E,0ADF
137,5,063D,F810
137,6,FE5E,00EA
137,7,06BF,FFDD
137,8,FEA1,FF11
137,9,0B3C,F99B
137,10,F950,0000
137,11,09E4,0347
137,12,074E,F521
137,13,F1D3,07F0
137,14,FE5E,FF16
137,15,0251,F527
138,0,0A4C,06B3
138,1,FDE1,FE71
138,2,0990,0000
138,3,025F,F70B
138,4,0D4D,F198
138,5,FF42,105D
138,6,0312,00B2
138,7,F3E3,FA78
138,8,0A4C,F94D
138,9,EC2B,051B
138,10,0AF4,0000
138,11,EDE5,FF89
138,12,F07F,0E68
138,13,17DE,EFA3
138,14,0312,FF4E
138,15,FC61,0EF4
139,0,0855,F90E
139,1,FE1B,0164
139,2,0262,0000
139,3,FDB7,FF9C
139,4,08EF,F910
139,5,02C4,0904
139,6,0A2E,0246
139,7,F926,FBD2
139,8,0855,06F2
139,9,F7D3,FC2C
139,10,06EE,0000
139,11,F743,024A
139,12,FB11,06F0
139,13,01F2,F6FC
139,14,0A2E,FDBA
139,15,FBD4,0248
140,0,FD5D,FB2B
140,1,FFE8,01D7
140,2,FB36,0000
140,3,006B,02FA
140,4,F0ED,0D42
140,5,F9CD,F210
140,6,011C,FB4C
140,7,0826,04C0
140,8,FD5D,04D5
140,9,0DA8,0373
140,10,F1CE,0000
140,11,0B5B,FE74
140,12,0B73,F2BE
140,13,F5B9,0DF0
140,14,011C,04B4
140,15,03A0,F9D2
141,0,F893,02A4
141,1,FE95,0098
141,2,EF34,0000
141,3,FFA6,0D0D
141,4,D2FB,2221
141,5,FF87,E3A4
141,6,F8DB,F985
141,7,13CA,0716
141,8,F893,FD5C
141,9,1F19,FF04
141,10,E23E,0000
141,11,1C22,0141
141,12,173F,DDDF
141,13,E5E9,1C5C
141,14,F8DB,067B
141,15,07FE,EA9C
142,0,1721,F9C6
142,1,FC19,00D4
142,2,012D,0000
142,3,F82E,FB80
142,4,15FD,EBB2
142,5,0C8A,2915
142,6,1311,0D70
142,7,E605,F256
142,8,1721,063A
142,9,DA11,F038
142,10,1C0D,0000
142,11,DE80,0624
142,12,ED63,144E
142,13,0C6A,D6EB
142,14,1311,F290
142,15,F0A9,0C06
143,0,F512,EFFA
143,1,0173,02CD
143,2,0201,0000
143,3,F833,08FF
143,4,14B5,F889
143,5,05D0,FAE1
143,6,0364,0303
143,7,043F,030C
143,8,F512,1006
143,9,0A2B,F4D5
143,10,0807,0000
143,11,093D,01F1
143,12,05C9,0777
143,13,E964,051F
143,14,0364,FCFD
143,15,FD31,F204
144,0,F859,0B5D
144,1,0300,0041
144,2,0F32,0000
144,3,0908,F20A
144,4,0949,F7FE
144,5,EE0B,F8EE
144,6,F386,F648
144,7,01DC,06C9
144,8,F859,F4A3
144,9,FDE0,1799
144,10,FBC2,0000
144,11,FEE4,F63E
144,12,F947,0802
144,13,1B47,0712
144,14,F386,09B8
144,15,0610,10EF
145,0,FD1E,FC11
145,1,00B5,FF33
145,2,F568,0000
145,3,FC01,091B
145,4,F974,06AA
145,5,0A39,FF02
145,6,0073,05D5
145,7,0352,FE35
145,8,FD1E,03EF
145,9,0699,F2A7
145,10,0112,0000
145,11,065B,04D3
145,12,06CA,F956
145,13,EC83,00FE
145,14,0073,FA2B
145,15,FF0A,F3DD
146,0,FCFA,0A4C
146,1,0107,FD51
146,2,0A82,0000
146,3,0496,F7D8
146,4,0D16,F4B5
146,5,FA9B,02A2
146,6,F78E,FDC4
146,7,FD9A,012B
146,8,FCFA,F5B4
146,9,F8F5,0A1B
146,10,060A,0000
146,11,FAB6,FBF0
146,12,F682,0B4B
146,13,12AB,FD5E
146,14,F78E,023C
146,15,01B2,0B0D
147,0,0754,07A4
147,1,FF5D,FDED
147,2,0789,0000
147,3,04ED,F7AB
147,4,0471,F8C9
147,5,FAC8,0675
147,6,0072,FD87
147,7,FA1B,FD82
147,8,0754,F85C
