frame,k,outRe_hex,outIm_hex
74,10,782E,47A0
74,11,B7E8,EB6E
74,12,BFCE,0000
74,13,F974,B9AE
74,14,076E,47A0
74,15,FBA0,67DA
75,0,3F8C,0000
75,1,15EC,EFB0
75,2,D7E0,E7AC
75,3,05EC,3CBE
75,4,BF8C,0000
75,5,AB32,8AB8
75,6,2738,67AC
75,7,3726,3DAA
75,8,3F8C,0000
75,9,3726,C256
75,10,2738,9854
75,11,AB32,7548
75,12,BF8C,0000
75,13,05EC,C342
75,14,D7E0,1854
75,15,15EC,1050
76,0,7FA0,0000
76,1,EEA2,783A
76,2,9424,EB7C
76,3,3DCA,6746
76,4,7FA0,0000
76,5,71C2,B6FA
76,6,6B1C,EB7C
76,7,6052,C7EE
76,8,7FA0,0000
76,9,6052,3812
76,10,6B1C,1484
76,11,71C2,4906
76,12,7FA0,0000
76,13,3DCA,98BA
76,14,9424,1484
76,15,EEA2,87C6
77,0,40C8,0000
77,1,4BB9,C5C7
77,2,BC10,84B8
77,3,096F,A6DF
77,4,C0C8,0000
77,5,D89F,C661
77,6,4580,04B8
77,7,D559,E549
77,8,40C8,0000
77,9,D559,1AB7
77,10,4580,FB48
77,11,D89F,399F
77,12,C0C8,0000
77,13,096F,5921
77,14,BC10,7B48
77,15,4BB9,3A39
78,0,0006,0000
78,1,D2CE,8547
78,2,9023,AFE3
78,3,D2D9,103C
78,4,4006,C000
78,5,BFA1,7DCE
78,6,6FE9,2FE3
78,7,9AD0,F2D9
78,8,8006,0000
78,9,9AD0,0D27
78,10,6FE9,D01D
78,11,BFA1,8232
78,12,4006,4000
78,13,D2D9,EFC4
78,14,9023,501D
78,15,D2CE,7AB9
79,0,7FF5,0000
79,1,362E,003A
79,2,4E2A,71CB
79,3,E55B,02B5
79,4,BFF5,C000
79,5,D235,4B0F
79,6,B1C0,F1CB
79,7,1216,4894
79,8,FFF5,0000
79,9,1216,B76C
79,10,B1C0,0E35
79,11,D235,B4F1
79,12,BFF5,4000
79,13,E55B,FD4B
79,14,4E2A,8E35
79,15,362E,FFC6
80,0,400D,0000
80,1,BC19,52CC
80,2,E82D,D7E0
80,3,3259,B628
80,4,400D,0000
80,5,D01D,33CC
80,6,97ED,D7E0
80,7,41A5,D070
80,8,400D,0000
80,9,41A5,2F90
80,10,97ED,2820
80,11,D01D,CC34
80,12,400D,0000
80,13,3259,49D8
80,14,E82D,2820
80,15,BC19,AD34
81,0,0010,0000
81,1,BCF0,8AAF
81,2,606D,5FA3
81,3,174B,B444
81,4,4010,C000
81,5,C5B3,D766
81,6,9FB3,DFA3
81,7,6652,ADD1
81,8,8010,0000
81,9,6652,522F
81,10,9FB3,205D
81,11,C5B3,289A
81,12,4010,4000
81,13,174B,4BBC
81,14,606D,A05D
81,15,BCF0,7551
82,0,003F,0000
82,1,9417,DF34
82,2,8583,FABC
82,3,E263,9FC8
82,4,003F,0000
82,5,9393,2A50
82,6,7AFB,FABC
82,7,F6EF,69BC
82,8,003F,0000
82,9,F6EF,9644
82,10,7AFB,0544
82,11,9393,D5B0
82,12,003F,0000
82,13,E263,6038
82,14,8583,0544
82,15,9417,20CC
83,0,FF98,0000
83,1,4CB6,017D
83,2,7A31,4567
83,3,8CB1,E24A
83,4,3F98,C000
83,5,629D,F22C
83,6,84FF,C567
83,7,C25C,115F
83,8,7F98,0000
83,9,C25C,EEA1
83,10,84FF,3A99
83,11,629D,0DD4
83,12,3F98,4000
83,13,8CB1,1DB6
83,14,7A31,BA99
83,15,4CB6,FE83
84,0,FF98,0000
84,1,B1B4,EE56
84,2,7B82,0416
84,3,FA46,D392
84,4,FF98,8000
84,5,1BB4,3CC8
84,6,03AE,8416
84,7,36B2,578C
84,8,FF98,0000
84,9,36B2,A874
84,10,03AE,7BEA
84,11,1BB4,C338
84,12,FF98,8000
84,13,FA46,2C6E
84,14,7B82,FBEA
84,15,B1B4,11AA
85,0,FFAD,0000
85,1,7C94,C7C1
85,2,2F6D,D040
85,3,486E,76B5
85,4,7FAD,0000
85,5,E03A,CD67
85,6,4FED,5040
85,7,5978,1E73
85,8,FFAD,0000
85,9,5978,E18D
85,10,4FED,AFC0
85,11,E03A,3299
85,12,7FAD,0000
85,13,486E,894B
85,14,2F6D,2FC0
85,15,7C94,383F
86,0,40FA,0000
86,1,67F7,8CA7
86,2,A64A,9AB0
86,3,9861,4D51
86,4,40FA,0000
86,5,4687,F05D
86,6,DBAA,9AB0
86,7,BD09,2FB3
86,8,40FA,0000
86,9,BD09,D04D
86,10,DBAA,6550
86,11,4687,0FA3
86,12,40FA,0000
86,13,9861,B2AF
86,14,A64A,6550
86,15,67F7,7359
87,0,7FBF,0000
87,1,708F,5ADD
87,2,4426,7B99
87,3,D300,5534
87,4,3FBF,4000
87,5,73F0,0DC2
87,6,BB58,FB99
87,7,477D,136B
87,8,FFBF,0000
87,9,477D,EC95
87,10,BB58,0467
87,11,73F0,F23E
87,12,3FBF,C000
87,13,D300,AACC
87,14,4426,8467
87,15,708F,A523
88,0,C014,0000
88,1,026C,DA4B
88,2,C165,3EAF
88,3,DB1B,8460
88,4,0014,C000
88,5,C177,67F6
88,6,BEC3,BEAF
88,7,6152,BDE1
88,8,4014,0000
88,9,6152,421F
88,10,BEC3,4151
88,11,C177,980A
88,12,0014,4000
88,13,DB1B,7BA0
88,14,C165,C151
88,15,026C,25B5
89,0,400C,0000
89,1,516F,C237
89,2,2E9E,116E
89,3,F3FB,7993
89,4,C00C,8000
89,5,C4F1,40BF
89,6,517A,116E
89,7,F5D5,8963
89,8,400C,0000
89,9,F5D5,769D
89,10,517A,EE92
89,11,C4F1,BF41
89,12,C00C,8000
89,13,F3FB,866D
89,14,2E9E,EE92
89,15,516F,3DC9
90,0,8036,0000
90,1,C572,36A3
90,2,23EF,9C47
90,3,9DF5,63C2
90,4,4036,C000
90,5,262F,200A
90,6,5C7D,9C47
90,7,7742,F2EB
90,8,0036,0000
90,9,7742,0D15
90,10,5C7D,63B9
90,11,262F,DFF6
90,12,4036,4000
90,13,9DF5,9C3E
90,14,23EF,63B9
90,15,C572,C95D
91,0,FFF2,0000
91,1,2F30,EAC8
91,2,B624,49CE
91,3,FDF2,E54A
91,4,7FF2,8000
91,5,AFE2,375A
91,6,49C0,49CE
91,7,22C4,3CD8
91,8,FFF2,0000
91,9,22C4,C328
91,10,49C0,B632
91,11,AFE2,C8A6
91,12,7FF2,8000
91,13,FDF2,1AB6
91,14,B624,B632
91,15,2F30,1538
92,0,7F92,0000
92,1,7C35,92FB
92,2,D174,AE1E
92,3,9705,BA31
92,4,7F92,8000
92,5,68F1,395F
92,6,ADB0,2E1E
92,7,821D,1229
92,8,7F92,0000
92,9,821D,EDD7
92,10,ADB0,D1E2
92,11,68F1,C6A1
92,12,7F92,8000
92,13,9705,45CF
92,14,D174,51E2
92,15,7C35,6D05
93,0,3F81,0000
93,1,A345,0A69
93,2,186C,E715
93,3,483E,6C2E
93,4,7F81,4000
93,5,1A44,08AE
93,6,E696,E715
93,7,F83D,A6E9
93,8,BF81,0000
93,9,F83D,5917
93,10,E696,18EB
93,11,1A44,F752
93,12,7F81,C000
93,13,483E,93D2
93,14,186C,18EB
93,15,A345,F597
94,0,C06D,0000
94,1,E8D3,D3E6
94,2,7489,4BE4
94,3,EBE3,994E
94,4,C06D,0000
94,5,3717,F72E
94,6,0C51,4BE4
94,7,F5E7,31C6
94,8,C06D,0000
94,9,F5E7,CE3A
94,10,0C51,B41C
94,11,3717,08D2
94,12,C06D,0000
94,13,EBE3,66B2
94,14,7489,B41C
94,15,E8D3,2C1A
95,0,404F,0000
95,1,E65D,401F
95,2,530E,AD41
95,3,4F72,C62A
95,4,004F,4000
95,5,5B06,9C50
95,6,2D90,2D41
95,7,7067,1645
95,8,C04F,0000
95,9,7067,E9BB
95,10,2D90,D2BF
95,11,5B06,63B0
95,12,004F,C000
95,13,4F72,39D6
95,14,530E,52BF
95,15,E65D,BFE1
96,0,001A,0000
96,1,4928,5C71
96,2,46AF,796B
96,3,2037,2102
96,4,401A,C000
96,5,FBDB,0524
96,6,B985,F96B
96,7,9B2E,4093
96,8,801A,0000
96,9,9B2E,BF6D
96,10,B985,0695
96,11,FBDB,FADC
96,12,401A,4000
96,13,2037,DEFE
96,14,46AF,8695
96,15,4928,A38F
97,0,FFEE,0000
97,1,DA14,96C0
97,2,7D4C,82A2
97,3,D536,C9EC
97,4,FFEE,8000
97,5,A5A8,CEEA
97,6,0290,02A2
97,7,AAC6,9BBE
97,8,FFEE,0000
97,9,AAC6,6442
97,10,0290,FD5E
97,11,A5A8,3116
97,12,FFEE,8000
97,13,D536,3614
97,14,7D4C,7D5E
97,15,DA14,6940
98,0,BFF1,0000
98,1,CF27,8F21
98,2,0E26,71CB
98,3,343E,AE4E
98,4,FFF1,C000
98,5,55E6,A40C
98,6,71BC,F1CB
98,7,A679,84DF
98,8,3FF1,0000
98,9,A679,7B21
98,10,71BC,0E35
98,11,55E6,5BF4
98,12,FFF1,4000
98,13,343E,51B2
98,14,0E26,8E35
98,15,CF27,70DF
99,0,80A0,0000
99,1,FA4D,784A
99,2,DEA1,E1FF
99,3,66E6,AFB1
99,4,C0A0,C000
99,5,7820,D1EB
99,6,229F,61FF
99,7,292D,9A84
99,8,00A0,0000
99,9,292D,657C
99,10,229F,9E01
99,11,7820,2E15
99,12,C0A0,4000
99,13,66E6,504F
99,14,DEA1,1E01
99,15,FA4D,87B6
100,0,BF68,0000
100,1,76E5,E2DC
100,2,EC63,1305
100,3,3058,5CAF
100,4,FF68,4000
100,5,32E0,F847
100,6,126D,1305
100,7,2383,7E74
100,8,3F68,0000
100,9,2383,818C
100,10,126D,ECFB
100,11,32E0,07B9
100,12,FF68,C000
100,13,3058,A351
100,14,EC63,ECFB
100,15,76E5,1D24
101,0,3FA0,0000
101,1,1FD6,5F95
101,2,A629,5977
101,3,9B11,4A42
101,4,7FA0,C000
101,5,450D,E964
101,6,D917,D977
101,7,FE8C,FEB7
101,8,BFA0,0000
101,9,FE8C,0149
101,10,D917,2689
101,11,450D,169C
101,12,7FA0,4000
101,13,9B11,B5BE
101,14,A629,A689
101,15,1FD6,A06B
102,0,7F54,0000
102,1,6C70,861B
102,2,3805,074F
102,3,E8AB,100A
102,4,3F54,C000
102,5,EA0D,BBFA
102,6,46A3,074F
102,7,BE28,320B
102,8,FF54,0000
102,9,BE28,CDF5
102,10,46A3,F8B1
102,11,EA0D,4406
102,12,3F54,4000
102,13,E8AB,EFF6
102,14,3805,F8B1
102,15,6C70,79E5
103,0,8152,0000
103,1,BFDD,85C7
103,2,9164,6FEE
103,3,F2D1,953F
103,4,0152,8000
103,5,9A2B,0AE7
103,6,7140,6FEE
103,7,B86F,FB6F
103,8,8152,0000
103,9,B86F,0491
103,10,7140,9012
103,11,9A2B,F519
103,12,0152,8000
103,13,F2D1,6AC1
103,14,9164,9012
103,15,BFDD,7A39
104,0,BF99,0000
104,1,258D,D8EE
104,2,89DB,B5BE
104,3,7B7F,10D6
104,4,BF99,8000
104,5,CA99,C9F0
104,6,7557,35BE
104,7,92BF,9208
104,8,BF99,0000
104,9,92BF,6DF8
104,10,7557,CA42
104,11,CA99,3610
104,12,BF99,8000
104,13,7B7F,EF2A
104,14,89DB,4A42
104,15,258D,2712
105,0,4033,0000
105,1,C51D,BBDF
105,2,B1FE,CE35
105,3,16E6,B242
105,4,0033,4000
105,5,ABAE,7014
105,6,CE68,4E35
105,7,791B,79B1
105,8,C033,0000
105,9,791B,864F
105,10,CE68,B1CB
105,11,ABAE,8FEC
105,12,0033,C000
105,13,16E6,4DBE
105,14,B1FE,31CB
105,15,C51D,4421
106,0,3FD0,0000
106,1,A218,B6FE
106,2,741A,4BB6
106,3,A1A6,F4B4
106,4,BFD0,8000
106,5,FE7A,D434
106,6,0B86,4BB6
106,7,BD08,967E
106,8,3FD0,0000
106,9,BD08,6982
106,10,0B86,B44A
106,11,FE7A,2BCC
106,12,BFD0,8000
106,13,A1A6,0B4C
106,14,741A,B44A
106,15,A218,4902
107,0,80B6,0000
107,1,4BC2,8E2E
107,2,AE60,5256
107,3,D43C,496E
107,4,80B6,8000
107,5,9466,6238
107,6,D30C,D256
107,7,4E74,A6F8
107,8,80B6,0000
107,9,4E74,5908
107,10,D30C,2DAA
107,11,9466,9DC8
107,12,80B6,8000
107,13,D43C,B692
107,14,AE60,ADAA
107,15,4BC2,71D2
108,0,7F65,0000
108,1,B7A3,822D
108,2,8AB2,34B3
108,3,425E,D538
108,4,3F65,C000
108,5,58C0,B8E4
108,6,F418,34B3
108,7,AAD3,65D9
108,8,FF65,0000
108,9,AAD3,9A27
108,10,F418,CB4D
108,11,58C0,471C
108,12,3F65,4000
108,13,425E,2AC8
108,14,8AB2,CB4D
108,15,B7A3,7DD3
109,0,3FE1,0000
109,1,4FC5,D8AD
109,2,5A40,25A1
109,3,4912,A25A
109,4,7FE1,4000
109,5,BA24,9EE6
109,6,A582,25A1
109,7,AC89,D539
109,8,BFE1,0000
109,9,AC89,2AC7
109,10,A582,DA5F
109,11,BA24,611A
109,12,7FE1,C000
109,13,4912,5DA6
109,14,5A40,DA5F
109,15,4FC5,2753
110,0,BEF8,0000
110,1,CECE,3BB7
110,2,253B,D9BD
110,3,53A3,6920
110,4,FEF8,4000
110,5,C35D,5010
110,6,D8B5,D9BD
110,7,1612,22A7
110,8,3EF8,0000
110,9,1612,DD59
110,10,D8B5,2643
110,11,C35D,AFF0
110,12,FEF8,C000
110,13,53A3,96E0
110,14,253B,2643
110,15,CECE,C449
111,0,0189,0000
111,1,20C7,FEF3
111,2,A0D0,A0B9
111,3,8D60,AC5C
111,4,4189,4000
111,5,A39E,FE70
111,6,E242,A0B9
111,7,B45F,5107
111,8,8189,0000
111,9,B45F,AEF9
111,10,E242,5F47
111,11,A39E,0190
111,12,4189,C000
111,13,8D60,53A4
111,14,A0D0,5F47
111,15,20C7,010D
112,0,FF31,0000
112,1,CD8D,E838
112,2,751D,0A14
112,3,97B9,AE1C
112,4,FF31,0000
112,5,C741,4D84
112,6,8945,0A14
112,7,D03D,87A0
112,8,FF31,0000
112,9,D03D,7860
112,10,8945,F5EC
112,11,C741,B27C
112,12,FF31,0000
112,13,97B9,51E4
112,14,751D,F5EC
112,15,CD8D,17C8
113,0,00BC,0000
113,1,6C07,F054
113,2,CAAD,F60F
113,3,4F4C,0857
113,4,40BC,C000
113,5,12DA,A7A9
113,6,36CB,760F
113,7,34C3,8FA6
113,8,80BC,0000
113,9,34C3,705A
113,10,36CB,89F1
113,11,12DA,5857
113,12,40BC,4000
113,13,4F4C,F7A9
113,14,CAAD,09F1
113,15,6C07,0FAC
114,0,FF99,0000
114,1,21CB,D822
114,2,682D,176C
114,3,2D6B,88F2
114,4,FF99,0000
114,5,54AF,060A
114,6,9705,176C
114,7,5A7F,553A
114,8,FF99,0000
114,9,5A7F,AAC6
114,10,9705,E894
114,11,54AF,F9F6
114,12,FF99,0000
114,13,2D6B,770E
114,14,682D,E894
114,15,21CB,27DE
115,0,8097,0000
115,1,A32F,65C6
115,2,252D,DB6A
115,3,D805,11B2
115,4,8097,8000
115,5,C3EF,F6EC
115,6,5C01,5B6A
115,7,C339,4B00
115,8,8097,0000
115,9,C339,B500
115,10,5C01,A496
115,11,C3EF,0914
115,12,8097,8000
115,13,D805,EE4E
115,14,252D,2496
115,15,A32F,9A3A
116,0,BF92,0000
116,1,117E,FDDF
116,2,FDFB,8197
116,3,19CD,111C
116,4,FF92,C000
116,5,D319,A35A
116,6,8129,0197
116,7,FFE4,901D
116,8,3F92,0000
116,9,FFE4,6FE3
116,10,8129,FE69
116,11,D319,5CA6
116,12,FF92,4000
116,13,19CD,EEE4
116,14,FDFB,7E69
116,15,117E,0221
117,0,C010,0000
117,1,7DD8,E1D6
117,2,BD6E,02A2
117,3,E06E,92DE
117,4,C010,8000
117,5,0004,B28C
117,6,42B2,82A2
117,7,A1F6,0184
117,8,C010,0000
117,9,A1F6,FE7C
117,10,42B2,7D5E
117,11,0004,4D74
117,12,C010,8000
117,13,E06E,6D22
117,14,BD6E,FD5E
117,15,7DD8,1E2A
118,0,3EFE,0000
118,1,BA55,C975
118,2,287A,9684
118,3,0A83,76ED
118,4,BEFE,0000
118,5,7307,F75F
118,6,D582,1684
118,7,C419,49E7
118,8,3EFE,0000
118,9,C419,B619
118,10,D582,E97C
118,11,7307,08A1
118,12,BEFE,0000
118,13,0A83,8913
118,14,287A,697C
118,15,BA55,368B
119,0,010D,0000
119,1,1B9C,4D50
119,2,B3AA,0D63
119,3,51E9,23ED
119,4,C10D,C000
119,5,F389,6095
119,6,CE70,0D63
119,7,A326,89F8
119,8,810D,0000
119,9,A326,7608
119,10,CE70,F29D
119,11,F389,9F6B
119,12,C10D,4000
119,13,51E9,DC13
119,14,B3AA,F29D
119,15,1B9C,B2B0
120,0,FF18,0000
120,1,6093,1070
120,2,2BCD,134B
120,3,FAB4,01E7
120,4,3F18,C000
120,5,2C12,D951
120,6,D263,934B
120,7,7507,E7DA
120,8,7F18,0000
120,9,7507,1826
120,10,D263,6CB5
120,11,2C12,26AF
120,12,3F18,4000
120,13,FAB4,FE19
120,14,2BCD,ECB5
120,15,6093,EF90
121,0,012A,0000
121,1,93B4,E11C
121,2,D8DC,A84E
121,3,EF7E,9FAE
121,4,812A,8000
121,5,7ADE,37A6
121,6,2978,A84E
121,7,0698,7914
121,8,012A,0000
121,9,0698,86EC
121,10,2978,57B2
121,11,7ADE,C85A
121,12,812A,8000
121,13,EF7E,6052
121,14,D8DC,57B2
121,15,93B4,1EE4
122,0,BF84,0000
122,1,C5DC,0B53
122,2,9559,EA2B
122,3,9183,9B9A
122,4,7F84,C000
122,5,5531,B3EE
122,6,69AF,EA2B
122,7,5180,23A7
122,8,3F84,0000
122,9,5180,DC59
122,10,69AF,15D5
122,11,5531,4C12
122,12,7F84,4000
122,13,9183,6466
122,14,9559,15D5
122,15,C5DC,F4AD
123,0,407E,0000
123,1,C2DB,6FE4
123,2,8941,F73D
123,3,7F56,4D27
123,4,807E,4000
123,5,B136,1D97
123,6,77BB,F73D
123,7,0E91,4054
123,8,C07E,0000
123,9,0E91,BFAC
123,10,77BB,08C3
123,11,B136,E269
123,12,807E,C000
123,13,7F56,B2D9
123,14,8941,08C3
123,15,C2DB,901C
124,0,7FB4,0000
124,1,1F70,3E33
124,2,2D69,124B
124,3,A513,1FEC
124,4,BFB4,C000
124,5,A4AF,D592
124,6,D1FF,924B
124,7,959E,F3D9
124,8,FFB4,0000
124,9,959E,0C27
124,10,D1FF,6DB5
124,11,A4AF,2A6E
124,12,BFB4,4000
124,13,A513,E014
124,14,2D69,EDB5
124,15,1F70,C1CD
125,0,BFF8,0000
125,1,EBBF,A535
125,2,BC9C,035C
125,3,0A9D,3C91
125,4,3FF8,0000
125,5,C665,6B7F
125,6,4354,835C
125,7,431F,D423
125,8,BFF8,0000
125,9,431F,2BDD
125,10,4354,7CA4
125,11,C665,9481
125,12,3FF8,0000
125,13,0A9D,C36F
125,14,BC9C,FCA4
125,15,EBBF,5ACB
126,0,3F1D,0000
126,1,2704,E7BA
126,2,446C,BAB1
126,3,8B9B,84B7
126,4,FF1D,4000
126,5,1A4D,5D09
126,6,39CE,3AB1
126,7,2F88,C00C
126,8,BF1D,0000
126,9,2F88,3FF4
126,10,39CE,C54F
126,11,1A4D,A2F7
126,12,FF1D,C000
126,13,8B9B,7B49
126,14,446C,454F
126,15,2704,1846
127,0,C0D4,0000
127,1,87EC,FA1A
127,2,36AA,0A2A
127,3,2796,7A90
127,4,40D4,8000
127,5,CBB6,08EC
127,6,4AFE,0A2A
127,7,8818,8876
127,8,C0D4,0000
127,9,8818,778A
127,10,4AFE,F5D6
127,11,CBB6,F714
127,12,40D4,8000
127,13,2796,8570
127,14,36AA,F5D6
127,15,87EC,05E6
128,0,BEEC,0000
128,1,F6CF,E022
128,2,880B,F6E1
128,3,9492,72E9
128,4,FEEC,4000
128,5,42CA,9965
128,6,75CD,F6E1
128,7,2D85,069E
128,8,3EEC,0000
128,9,2D85,F962
128,10,75CD,091F
128,11,42CA,669B
128,12,FEEC,C000
128,13,9492,8D17
128,14,880B,091F
128,15,F6CF,1FDE
129,0,411A,0000
129,1,B6D7,F381
129,2,E06C,60AE
129,3,2353,EF0F
129,4,411A,8000
129,5,9A57,3399
129,6,21C8,E0AE
129,7,8FE7,380B
129,8,411A,0000
129,9,8FE7,C7F5
129,10,21C8,1F52
129,11,9A57,CC67
129,12,411A,8000
129,13,2353,10F1
129,14,E06C,9F52
129,15,B6D7,0C7F
130,0,BFB5,0000
130,1,E3B0,C559
130,2,3A71,0544
130,3,421E,94F5
130,4,3FB5,0000
130,5,04BE,4D83
130,6,C4F9,8544
130,7,D448,7DE7
130,8,BFB5,0000
130,9,D448,8219
130,10,C4F9,7ABC
130,11,04BE,B27D
130,12,3FB5,0000
130,13,421E,6B0B
130,14,3A71,FABC
130,15,E3B0,3AA7
131,0,C0C4,0000
131,1,B242,5C81
131,2,3261,4E63
131,3,64D1,40AE
131,4,00C4,C000
131,5,A3E1,B984
131,6,4F27,CE63
131,7,481C,D557
131,8,40C4,0000
131,9,481C,2AA9
131,10,4F27,319D
131,11,A3E1,467C
131,12,00C4,4000
131,13,64D1,BF52
131,14,3261,B19D
131,15,B242,A37F
132,0,FFC1,0000
132,1,5D0C,D91A
132,2,1F64,205D
132,3,4C4F,723F
132,4,BFC1,4000
132,5,62AD,C2C5
132,6,E01E,A05D
132,7,F2FC,29A0
132,8,7FC1,0000
132,9,F2FC,D660
132,10,E01E,5FA3
132,11,62AD,3D3B
132,12,BFC1,C000
132,13,4C4F,8DC1
132,14,1F64,DFA3
132,15,5D0C,26E6
133,0,FF8D,0000
133,1,830F,39B6
133,2,71A9,8DE4
133,3,58D3,DED4
133,4,7F8D,0000
133,5,6ED1,964A
133,6,0D71,0DE4
133,7,B381,F12C
133,8,FF8D,0000
133,9,B381,0ED4
133,10,0D71,F21C
133,11,6ED1,69B6
133,12,7F8D,0000
133,13,58D3,212C
133,14,71A9,721C
133,15,830F,C64A
134,0,BF0E,0000
134,1,6069,D9E5
134,2,2A72,949C
134,3,C363,36C3
134,4,BF0E,0000
134,5,FDE9,F393
134,6,53AA,949C
134,7,DA83,96B5
134,8,BF0E,0000
134,9,DA83,694B
134,10,53AA,6B64
134,11,FDE9,0C6D
134,12,BF0E,0000
134,13,C363,C93D
134,14,2A72,6B64
134,15,6069,261B
135,0,8136,0000
135,1,4976,41DC
135,2,56D2,2A64
135,3,94A2,166C
135,4,8136,0000
135,5,D02E,B408
135,6,AB9A,2A64
135,7,5692,DF78
135,8,8136,0000
135,9,5692,2088
135,10,AB9A,D59C
135,11,D02E,4BF8
135,12,8136,0000
135,13,94A2,E994
135,14,56D2,D59C
135,15,4976,BE24
136,0,7F24,0000
136,1,E5CA,EB5B
136,2,E123,DE01
136,3,3C83,3870
136,4,BF24,4000
136,5,ABCD,CE68
136,6,9D25,DE01
136,7,2E76,8153
136,8,FF24,0000
136,9,2E76,7EAD
136,10,9D25,21FF
136,11,ABCD,3198
136,12,BF24,C000
136,13,3C83,C790
136,14,E123,21FF
136,15,E5CA,14A5
137,0,C06F,0000
137,1,7A73,4803
137,2,4EA4,B1CB
137,3,6D9E,5208
137,4,006F,C000
137,5,166E,4EDA
137,6,323A,31CB
137,7,033D,44D5
137,8,406F,0000
137,9,033D,BB2B
137,10,323A,CE35
137,11,166E,B126
137,12,006F,4000
137,13,6D9E,ADF8
137,14,4EA4,4E35
137,15,7A73,B7FD
138,0,FF99,0000
138,1,C8C1,0532
138,2,867F,791A
138,3,0D33,2CF4
138,4,7F99,8000
138,5,3217,ECDC
138,6,78B3,791A
138,7,F659,C51A
138,8,FF99,0000
138,9,F659,3AE6
138,10,78B3,86E6
138,11,3217,1324
138,12,7F99,8000
138,13,0D33,D30C
138,14,867F,86E6
138,15,C8C1,FACE
139,0,80DB,0000
139,1,89E3,EDC8
139,2,22CF,DE0C
139,3,DED3,EFE6
139,4,00DB,0000
139,5,00A9,9220
139,6,5EE7,5E0C
139,7,9A0D,9002
139,8,80DB,0000
139,9,9A0D,6FFE
139,10,5EE7,A1F4
139,11,00A9,6DE0
139,12,00DB,0000
139,13,DED3,101A
139,14,22CF,21F4
139,15,89E3,1238
140,0,807A,0000
140,1,CC46,DE27
140,2,DC93,E3E7
140,3,643D,DA60
140,4,C07A,C000
140,5,E93D,8DDA
140,6,2461,63E7
140,7,E828,91A1
140,8,007A,0000
140,9,E828,6E5F
140,10,2461,9C19
140,11,E93D,7226
140,12,C07A,4000
140,13,643D,25A0
140,14,DC93,1C19
140,15,CC46,21D9
141,0,7F7E,0000
141,1,F769,51AA
141,2,9F95,1FE9
141,3,BACC,C3DD
141,4,BF7E,4000
141,5,BE90,C97D
141,6,DF67,1FE9
141,7,8D33,574A
141,8,FF7E,0000
141,9,8D33,A8B6
141,10,DF67,E017
141,11,BE90,3683
141,12,BF7E,C000
141,13,BACC,3C23
141,14,9F95,E017
141,15,F769,AE56
142,0,FEC3,0000
142,1,5172,AC76
142,2,CD9A,F129
142,3,D9DD,6211
142,4,3EC3,4000
142,5,8EF9,76C1
142,6,AFEC,F129
142,7,40C4,C126
142,8,7EC3,0000
142,9,40C4,3EDA
142,10,AFEC,0ED7
142,11,8EF9,893F
142,12,3EC3,C000
142,13,D9DD,9DEF
142,14,CD9A,0ED7
142,15,5172,538A
143,0,4197,0000
143,1,4EB3,3C7E
143,2,9F8D,A20A
143,3,8A3D,2018
143,4,C197,8000
143,5,9259,86B0
143,6,E3A1,A20A
143,7,9B13,A316
143,8,4197,0000
143,9,9B13,5CEA
143,10,E3A1,5DF6
143,11,9259,7950
143,12,C197,8000
143,13,8A3D,DFE8
143,14,9F8D,5DF6
143,15,4EB3,C382
144,0,7FA9,0000
144,1,B85F,58DB
144,2,6DA4,5205
144,3,2298,084A
144,4,3FA9,4000
144,5,ED84,F780
144,6,91AE,D205
144,7,3629,4811
144,8,FFA9,0000
144,9,3629,B7EF
144,10,91AE,2DFB
144,11,ED84,0880
144,12,3FA9,C000
144,13,2298,F7B6
144,14,6DA4,ADFB
144,15,B85F,A725
145,0,7FF0,0000
145,1,6C40,B2AD
145,2,6733,D8BD
145,3,8791,924E
145,4,BFF0,4000
145,5,2013,6A8A
145,6,18AD,D8BD
145,7,EBDC,8AE9
145,8,FFF0,0000
145,9,EBDC,7517
145,10,18AD,2743
145,11,2013,9576
145,12,BFF0,C000
145,13,8791,6DB2
145,14,6733,2743
145,15,6C40,4D53
146,0,7FB3,0000
146,1,E212,E209
146,2,597B,A638
146,3,EA9C,FCB9
146,4,FFB3,0000
146,5,90B4,00CF
146,6,25EB,2638
146,7,A16A,E61F
146,8,7FB3,0000
146,9,A16A,19E1
146,10,25EB,D9C8
146,11,90B4,FF31
146,12,FFB3,0000
146,13,EA9C,0347
146,14,597B,59C8
146,15,E212,1DF7
147,0,4038,0000
147,1,3520,BD0C
147,2,353C,0AFC
147,3,C134,95B4
147,4,4038,0000
147,5,B910,9BE0
147,6,4B34,0AFC
147,7,517C,C338
147,8,4038,0000
147,9,517C,3CC8
147,10,4B34,F504
147,11,B910,6420
147,12,4038,0000
147,13,C134,6A4C
147,14,353C,F504
147,15,3520,42F4
148,0,007C,0000
148,1,A745,2CB3
148,2,43D8,3CA4
148,3,07BF,6213
148,4,807C,0000
148,5,743B,6711
148,6,3D20,BCA4
148,7,DEB1,31B1
148,8,007C,0000
148,9,DEB1,CE4F
148,10,3D20,435C
148,11,743B,98EF
148,12,807C,0000
148,13,07BF,9DED
148,14,43D8,C35C
148,15,A745,D34D
149,0,7FAA,0000
149,1,4EEA,8263
149,2,903B,AF6F
149,3,85C9,FA58
149,4,BFAA,C000
