frame,k,outRe_hex,outIm_hex
74,5,0015,FFD5
74,6,0015,FFF7
74,7,0018,FFF6
74,8,001E,0000
74,9,0019,000A
74,10,0016,0009
74,11,0015,002A
74,12,FFEE,0018
74,13,FFE7,0035
74,14,FE21,0107
74,15,1582,FD14
75,0,E25C,0000
75,1,11BF,0D3B
75,2,FBA9,FF50
75,3,000D,FFA4
75,4,FF89,007F
75,5,FF98,0047
75,6,FF74,0050
75,7,FF6C,0017
75,8,FF6E,0000
75,9,FF6D,FFE9
75,10,FF75,FFB0
75,11,FF99,FFB8
75,12,FF89,FF81
75,13,0010,005D
75,14,FBAA,00B0
75,15,11C2,F2C5
76,0,35B0,0000
76,1,D8B5,0B7E
76,2,0AEB,FC78
76,3,FF9F,005E
76,4,FFC5,002B
76,5,FFBD,0021
76,6,FFC0,001E
76,7,FFC4,0001
76,8,FFBE,0000
76,9,FFC5,FFFE
76,10,FFC1,FFE2
76,11,FFBD,FFDE
76,12,FFC5,FFD5
76,13,FFA1,FFA3
76,14,0AEC,0388
76,15,D8B8,F483
77,0,1362,0000
77,1,0090,E8B4
77,2,F974,0576
77,3,00AD,0016
77,4,007C,FFD8
77,5,0059,FFCF
77,6,0067,FFE2
77,7,006B,FFF1
77,8,0066,0000
77,9,006C,000E
77,10,0068,001E
77,11,0059,0030
77,12,007C,0028
77,13,00AF,FFEB
77,14,F975,FA8A
77,15,0093,174D
78,0,F82B,0000
78,1,027D,0452
78,2,01D9,FEED
78,3,FFB0,FFBA
78,4,FFFA,FFF9
78,5,000A,0003
78,6,0004,FFF3
78,7,0006,0008
78,8,0005,0000
78,9,0007,FFF8
78,10,0005,000D
78,11,000A,FFFC
78,12,FFFA,0007
78,13,FFB2,0047
78,14,01DA,0113
78,15,0280,FBAE
79,0,0400,0000
79,1,FD6F,0394
79,2,0075,FE17
79,3,FFFD,0051
79,4,FFF2,0012
79,5,FFF5,000C
79,6,FFF6,FFFF
79,7,FFEC,0008
79,8,FFF4,0000
79,9,FFED,FFF8
79,10,FFF7,0001
79,11,FFF5,FFF3
79,12,FFF2,FFEE
79,13,FFFF,FFB0
79,14,0076,01E9
79,15,FD72,FC6C
80,0,0B1D,0000
80,1,FCDC,0090
80,2,FDE6,0016
80,3,006C,0010
80,4,FFFF,001E
80,5,FFEC,0015
80,6,FFEF,0016
80,7,FFDD,0006
80,8,FFE1,0000
80,9,FFDE,FFFA
80,10,FFF0,FFEA
80,11,FFEC,FFEA
80,12,FFFF,FFE2
80,13,006E,FFF1
80,14,FDE7,FFEA
80,15,FCDF,FF70
81,0,0FB0,0000
81,1,F3ED,F75C
81,2,0416,02FD
81,3,FFD8,FFBA
81,4,001A,FFCA
81,5,0022,FFCF
81,6,0041,FFF5
81,7,0032,FFE6
81,8,0034,0000
81,9,0033,001A
81,10,0042,000B
81,11,0022,0030
81,12,001A,0036
81,13,FFDA,0047
81,14,0417,FD03
81,15,F3F0,08A4
82,0,DF9A,0000
82,1,149C,FA91
82,2,FC5B,FFE8
82,3,FFDC,FFEE
82,4,0036,FFC6
82,5,004A,FFCF
82,6,004A,FFDE
82,7,0063,FFE7
82,8,004E,0000
82,9,0064,0019
82,10,004B,0022
82,11,004A,0030
82,12,0036,003A
82,13,FFDE,0013
82,14,FC5C,0018
82,15,149F,056F
83,0,D4EF,0000
83,1,12AA,04E3
83,2,0024,FEF5
83,3,FFB2,0003
83,4,FFD4,FFEF
83,5,FFFC,FFEC
83,6,FFEB,FFE5
83,7,0009,0008
83,8,0001,0000
83,9,000A,FFF7
83,10,FFEC,001B
83,11,FFFC,0013
83,12,FFD4,0011
83,13,FFB4,FFFE
83,14,0025,010B
83,15,12AD,FB1E
84,0,ED98,0000
84,1,0EEE,16D3
84,2,F90A,FA58
84,3,00A0,0058
84,4,FF91,007D
84,5,FF84,0089
84,6,FF4F,0030
84,7,FF4F,003D
84,8,FF4A,0000
84,9,FF50,FFC3
84,10,FF50,FFD0
84,11,FF84,FF76
84,12,FF91,FF83
84,13,00A2,FFA9
84,14,F90B,05A8
84,15,0EF1,E92D
85,0,43A6,0000
85,1,CF15,F595
85,2,0D66,0681
85,3,FF8A,FFA0
85,4,FFE0,FFD8
85,5,FFD2,0025
85,6,FFFF,FFD3
85,7,FFE0,000B
85,8,FFF6,0000
85,9,FFE1,FFF5
85,10,0000,002D
85,11,FFD2,FFDA
85,12,FFE0,0028
85,13,FF8C,0061
85,14,0D67,F97F
85,15,CF18,0A6B
86,0,FD8B,0000
86,1,0EEE,F903
86,2,F77C,FCAB
86,3,008D,0091
86,4,0072,FFFB
86,5,0089,FFB4
86,6,0071,FFF1
86,7,0069,FFEB
86,8,0075,0000
86,9,006A,0015
86,10,0072,000F
86,11,0089,004B
86,12,0072,0005
86,13,008F,FF70
86,14,F77D,0355
86,15,0EF1,06FD
87,0,02CF,0000
87,1,FB65,FF55
87,2,01BB,02E5
87,3,000D,FF8A
87,4,FFD9,0004
87,5,FFDF,0019
87,6,FFDE,0015
87,7,FFDC,FFF9
87,8,FFDB,0000
87,9,FFDD,0007
87,10,FFDF,FFEB
87,11,FFDF,FFE6
87,12,FFD9,FFFC
87,13,000F,0077
87,14,01BC,FD1B
87,15,FB68,00AB
88,0,0240,0000
88,1,FE80,0062
88,2,019D,FFD6
88,3,FF78,001B
88,4,FFFE,0000
88,5,0002,0010
88,6,FFE4,0008
88,7,0007,0000
88,8,FFF8,0000
88,9,0008,0000
88,10,FFE5,FFF8
88,11,0002,FFEF
88,12,FFFE,0000
88,13,FF7A,FFE6
88,14,019E,002A
88,15,FE83,FF9E
89,0,1340,0000
89,1,F558,097B
89,2,0122,FA01
89,3,0042,00B0
89,4,000A,0022
89,5,0000,0001
89,6,FFE9,FFED
89,7,000F,0011
89,8,FFFC,0000
89,9,0010,FFEF
89,10,FFEA,0013
89,11,0000,FFFE
89,12,000A,FFDE
89,13,0044,FF51
89,14,0123,05FF
89,15,F55B,F685
90,0,00E9,0000
90,1,026E,E997
90,2,FD0B,0868
90,3,0078,FF82
90,4,003E,FFB5
90,5,0052,FFD7
90,6,0044,FFB8
90,7,0049,0001
90,8,0053,0000
90,9,004A,FFFF
90,10,0045,0048
90,11,0052,0028
90,12,003E,004B
90,13,007A,007F
90,14,FD0C,F798
90,15,0271,1669
91,0,D4A0,0000
91,1,1524,0594
91,2,FFC0,FD79
91,3,FF93,FF92
91,4,0011,FFB9
91,5,0023,FFDC
91,6,0043,FFD3
91,7,002F,FFFA
91,8,003E,0000
91,9,0030,0006
91,10,0044,002D
91,11,0023,0024
91,12,0011,0047
91,13,FF95,006E
91,14,FFC1,0287
91,15,1527,FA6C
92,0,CFCD,0000
92,1,1897,FFDA
92,2,FE7E,0409
92,3,FEEA,FFB3
92,4,FFA0,0011
92,5,FFBE,0020
92,6,FFD3,0013
92,7,FFA2,0020
92,8,FFA7,0000
92,9,FFA3,FFE0
92,10,FFD4,FFED
92,11,FFBE,FFDF
92,12,FFA0,FFEF
92,13,FEEC,004E
92,14,FE7F,FBF7
92,15,189A,0026
93,0,1BC5,0000
93,1,EA00,29DE
93,2,0619,EE5E
93,3,002D,0157
93,4,FF73,006E
93,5,FF7F,0075
93,6,FFD0,001E
93,7,FF55,001B
93,8,FF89,0000
93,9,FF56,FFE4
93,10,FFD1,FFE2
93,11,FF7F,FF8B
93,12,FF73,FF92
93,13,002F,FEA9
93,14,061A,11A2
93,15,EA03,D623
94,0,2B80,0000
94,1,F186,D3CC
94,2,FA2E,1294
94,3,0108,FF64
94,4,0072,FFD2
94,5,FFDB,FFFB
94,6,0083,FFF6
94,7,0003,FFE0
94,8,0028,0000
94,9,0004,0020
94,10,0084,000A
94,11,FFDC,0004
94,12,0072,002E
94,13,010B,009D
94,14,FA2F,ED6C
94,15,F189,2C34
95,0,FECE,0000
95,1,FC78,1033
95,2,06A8,F766
95,3,FF11,FFFA
95,4,FFF5,FFFD
95,5,006F,FFE8
95,6,0017,FFF4
95,7,0045,FFE8
95,8,0038,0000
95,9,0046,0017
95,10,0018,000C
95,11,006F,0018
95,12,FFF5,0003
95,13,FF13,0006
95,14,06A9,089A
95,15,FC7B,EFCE
96,0,0220,0000
96,1,0334,F8D3
96,2,FBBA,0119
96,3,0088,007A
96,4,0016,FFFA
96,5,0014,FFF3
96,6,FFEF,FFFB
96,7,0029,0004
96,8,0008,0000
96,9,002A,FFFB
96,10,FFF0,0005
96,11,0014,000C
96,12,0016,0006
96,13,008A,FF87
96,14,FBBB,FEE7
96,15,0337,072E
97,0,01F5,0000
97,1,02EA,0741
97,2,FC51,005A
97,3,0070,FF5B
97,4,FFF4,004D
97,5,FFB2,0058
97,6,FFA0,0010
97,7,FFAA,0023
97,8,FFAF,0000
97,9,FFAA,FFDD
97,10,FFA1,FFF0
97,11,FFB2,FFA7
97,12,FFF4,FFB3
97,13,0072,00A6
97,14,FC52,FFA6
97,15,02EC,F8BF
98,0,23E6,0000
98,1,E159,F243
98,2,0C65,05D1
98,3,FEEE,FF89
98,4,000B,FFAD
98,5,0039,FFCC
98,6,0032,FFAB
98,7,0040,000B
98,8,005C,0000
98,9,0041,FFF5
98,10,0033,0055
98,11,003A,0033
98,12,000B,0053
98,13,FEF1,0078
98,14,0C66,FA2F
98,15,E15C,0DBD
99,0,D92A,0000
99,1,1EBC,020C
99,2,F77A,F8A5
99,3,0027,00DC
99,4,0063,FFCB
99,5,0080,FFD9
99,6,0075,FFAB
99,7,006E,0006
99,8,0088,0000
99,9,006E,FFFA
99,10,0076,0055
99,11,0081,0026
99,12,0063,0035
99,13,002A,FF25
99,14,F77B,075B
99,15,1EBE,FDF4
100,0,D456,0000
100,1,1030,F761
100,2,00D4,0569
100,3,FFFA,FFC7
100,4,FFE3,FFAF
100,5,FFF6,FFC2
100,6,0027,FFEB
100,7,0005,FFEC
100,8,001C,0000
100,9,0006,0013
100,10,0028,0015
100,11,FFF6,003D
100,12,FFE3,0051
100,13,FFFC,003A
100,14,00D5,FA97
100,15,1033,08A0
101,0,D8BD,0000
101,1,1FC9,27D8
101,2,F2BA,F3C1
101,3,0165,008D
101,4,FF90,0075
101,5,FF49,00F1
101,6,FF1B,004B
101,7,FF3E,0028
101,8,FF07,0000
101,9,FF3F,FFD8
101,10,FF1C,FFB5
101,11,FF49,FF0F
101,12,FF90,FF8B
101,13,0167,FF73
101,14,F2BB,0C3F
101,15,1FCC,D828
102,0,555A,0000
102,1,BD2B,E2CD
102,2,14D6,1240
102,3,FECB,FE9F
102,4,FFC2,FFA6
102,5,FFF1,0043
102,6,FF73,FF8E
102,7,0016,002C
102,8,FFCE,0000
102,9,0017,FFD3
102,10,FF74,0072
102,11,FFF1,FFBD
102,12,FFC2,005A
102,13,FECD,0161
102,14,14D7,EDC0
102,15,BD2E,1D34
103,0,F4E4,0000
103,1,1740,0FB0
103,2,F5F7,EEE8
103,3,0074,019D
103,4,006C,0040
103,5,00F3,FF74
103,6,002A,FFE6
103,7,0099,0017
103,8,0098,0000
103,9,009A,FFE8
103,10,002B,001A
103,11,00F4,008B
103,12,006C,FFC0
103,13,0077,FE64
103,14,F5F8,1118
103,15,1743,F051
104,0,10F5,0000
104,1,F42D,EC39
104,2,FFEC,0BCB
104,3,00CD,FF50
104,4,FFE7,FFD4
104,5,FFB5,0023
104,6,000B,FFF9
104,7,FFCA,0000
104,8,FFE5,0000
104,9,FFCB,FFFF
104,10,000C,0007
104,11,FFB5,FFDC
104,12,FFE7,002C
104,13,00CF,00B1
104,14,FFED,F435
104,15,F430,13C8
105,0,F21A,0000
105,1,0AF5,0949
105,2,FEDB,FDE0
105,3,FF51,FFA2
105,4,FFF2,0022
105,5,FFFC,0041
105,6,FFC2,0032
105,7,FFCE,FFF9
105,8,FFCE,0000
105,9,FFCF,0007
105,10,FFC3,FFCE
105,11,FFFD,FFBE
105,12,FFF2,FFDE
105,13,FF54,005F
105,14,FEDC,0220
105,15,0AF8,F6B7
106,0,2CC5,0000
106,1,DC17,0514
106,2,0C53,FB2E
106,3,FF58,00F8
106,4,FFF1,FFE2
106,5,003A,FFAF
106,6,FFBE,002E
106,7,0068,FFC3
106,8,000D,0000
106,9,0069,003C
106,10,FFBF,FFD2
106,11,003A,0050
106,12,FFF1,001E
106,13,FF5A,FF09
106,14,0C54,04D2
106,15,DC1A,FAED
107,0,E8A3,0000
107,1,1E14,F08B
107,2,EFEC,0180
107,3,0198,005E
107,4,007C,FFEB
107,5,007D,FFAF
107,6,0003,0004
107,7,009F,FFF8
107,8,004D,0000
107,9,00A0,0007
107,10,0004,FFFC
107,11,007E,0050
107,12,007C,0015
107,13,019B,FFA3
107,14,EFED,FE80
107,15,1E17,0F76
108,0,E05A,0000
108,1,03F3,F84A
108,2,0713,0704
108,3,FF72,FE89
108,4,FFF9,FF8B
108,5,0005,FFB7
108,6,0022,FFBC
108,7,003A,0004
108,8,0048,0000
108,9,003B,FFFC
108,10,0023,0044
108,11,0006,0049
108,12,FFF9,0075
108,13,FF75,0177
108,14,0714,F8FC
108,15,03F6,07B6
109,0,B394,0000
109,1,3502,0FF8
109,2,F3C7,0016
109,3,FED6,FE86
109,4,FFFB,00C1
109,5,FF70,00C1
109,6,FF32,0022
109,7,FF55,0038
109,8,FF52,0000
109,9,FF56,FFC8
109,10,FF33,FFDE
109,11,FF70,FF3E
109,12,FFFB,FF3F
109,13,FED8,017B
109,14,F3C8,FFEA
109,15,3505,F008
110,0,5299,0000
110,1,B1D7,1628
110,2,2025,F77F
110,3,FDA9,0158
110,4,FF87,FFE2
110,5,002B,FFE1
110,6,FF06,FFE5
110,7,002E,FFFD
110,8,FFC9,0000
110,9,002F,0002
110,10,FF07,001B
110,11,002B,001E
110,12,FF87,001E
110,13,FDAB,FEA9
110,14,2026,0881
110,15,B1DA,E9D9
111,0,F946,0000
111,1,29C3,F256
111,2,E0D5,FB71
111,3,0316,01B7
111,4,00AF,005D
111,5,00D2,FF9A
111,6,FFC4,0049
111,7,0086,0012
111,8,0050,0000
111,9,0087,FFEE
111,10,FFC5,FFB7
111,11,00D2,0065
111,12,00AF,FFA3
111,13,0318,FE4A
111,14,E0D6,048F
111,15,29C6,0DAA
112,0,236A,0000
112,1,D9BD,EC1F
112,2,0FA5,119F
112,3,FF6F,FDA8
112,4,FFCB,FF83
112,5,FF6D,0006
112,6,000C,000B
112,7,FFCC,0009
112,8,FFDC,0000
112,9,FFCD,FFF7
112,10,000D,FFF5
112,11,FF6D,FFFA
112,12,FFCB,007D
112,13,FF71,0258
112,14,0FA6,EE61
112,15,D9C0,13E1
113,0,E40E,0000
113,1,17B5,0D65
113,2,FC6F,F651
113,3,FED7,0084
113,4,0034,0028
113,5,0042,0019
113,6,0036,000B
113,7,0017,FFEE
113,8,002E,0000
113,9,0017,0011
113,10,0037,FFF5
113,11,0043,FFE6
113,12,0034,FFD8
113,13,FEDA,FF7D
113,14,FC70,09AF
113,15,17B7,F29C
114,0,2B0A,0000
114,1,E080,0C8A
114,2,068A,F889
114,3,00CC,0191
114,4,FFC3,0011
114,5,0005,FFCA
114,6,FFB1,0057
114,7,FFF3,FFC4
114,8,FFF8,0000
114,9,FFF4,003C
114,10,FFB2,FFA9
114,11,0006,0035
114,12,FFC3,FFEF
114,13,00CF,FE70
114,14,068B,0777
114,15,E083,F376
115,0,F9EB,0000
115,1,14B6,E6D3
115,2,EFB6,0929
115,3,0227,FF6F
115,4,0064,FFED
115,5,004F,FFB8
115,6,FFFB,004F
115,7,0061,FFD8
115,8,0039,0000
115,9,0062,0027
115,10,FFFC,FFB1
115,11,004F,0047
115,12,0064,0013
115,13,0229,0092
115,14,EFB7,F6D7
115,15,14B9,192E
116,0,EA40,0000
116,1,FBF0,F779
116,2,0C0B,07B7
116,3,FEA7,FE00
116,4,FFE6,FF7A
116,5,0017,FFAD
116,6,0038,FFBF
116,7,006F,0006
116,8,004C,0000
116,9,0070,FFF9
116,10,0039,0041
116,11,0017,0052
116,12,FFE6,0086
116,13,FEA9,0201
116,14,0C0C,F849
116,15,FBF3,0888
117,0,A752,0000
117,1,3590,04E5
117,2,FB64,FF63
117,3,FCD5,00A0
117,4,FFBB,0001
117,5,FFF1,0055
117,6,FFBF,FFD5
117,7,FFCB,003E
117,8,FFA8,0000
117,9,FFCC,FFC1
117,10,FFC0,002B
117,11,FFF1,FFAA
117,12,FFBB,FFFF
117,13,FCD7,FF61
117,14,FB65,009D
117,15,3593,FB1C
118,0,35B3,0000
118,1,C8E2,3BB9
118,2,168B,E04A
118,3,FF4E,03CE
118,4,FF10,003F
118,5,FFD7,0093
118,6,FFAE,FF24
118,7,FFD5,0053
118,8,FFD9,0000
118,9,FFD6,FFAD
118,10,FFAF,00DC
118,11,FFD8,FF6C
118,12,FF10,FFC1
118,13,FF51,FC33
118,14,168C,1FB6
118,15,C8E5,C447
119,0,05D3,0000
119,1,2B0C,D74D
119,2,D47C,0E36
119,3,05C5,007A
119,4,00A3,005C
119,5,006C,00AF
119,6,FF79,FF96
119,7,FFB7,005F
119,8,FFDB,0000
119,9,FFB8,FFA1
119,10,FF7A,006A
119,11,006D,FF50
119,12,00A3,FFA4
119,13,05C8,FF87
119,14,D47D,F1CA
119,15,2B0F,28B3
120,0,30C6,0000
120,1,C568,EC45
120,2,1E49,1637
120,3,FD8E,FB90
120,4,FF96,FFD8
120,5,FFEB,FF45
120,6,FFC0,0055
120,7,FFDF,FFEB
120,8,FFF2,0000
120,9,FFE0,0015
120,10,FFC1,FFAB
120,11,FFEC,00BA
120,12,FF96,0028
120,13,FD91,0471
120,14,1E4A,E9C9
120,15,C56B,13BB
121,0,DC7A,0000
121,1,1E25,12EF
121,2,FD54,EEAF
121,3,FDAD,01B7
121,4,0054,FFF6
121,5,0053,000E
121,6,0091,0009
121,7,0080,FFDA
121,8,0062,0000
121,9,0081,0025
121,10,0092,FFF7
121,11,0053,FFF1
121,12,0054,000A
121,13,FDAF,FE4A
121,14,FD55,1151
121,15,1E28,ED12
122,0,264F,0000
122,1,E4D9,0DB0
122,2,0451,F705
122,3,00C1,0254
122,4,FFB0,0017
122,5,FFF6,003D
122,6,FF82,FFCD
122,7,0008,0016
122,8,FFB1,0000
122,9,0009,FFEA
122,10,FF83,0033
122,11,FFF7,FFC2
122,12,FFB0,FFE9
122,13,00C4,FDAD
122,14,0452,08FB
122,15,E4DC,F250
123,0,0578,0000
123,1,0D5E,EC7A
123,2,F001,05AB
123,3,02D2,0007
123,4,005C,0000
123,5,0057,FFDA
123,6,0000,FFD1
123,7,0035,0022
123,8,002C,0000
123,9,0036,FFDE
123,10,0001,002F
123,11,0058,0025
123,12,005C,0000
123,13,02D5,FFFA
123,14,F002,FA55
123,15,0D61,1386
124,0,ED15,0000
124,1,005E,EF70
124,2,05ED,0B4B
124,3,FFC7,FDD6
124,4,000C,FF73
124,5,001C,FFA1
124,6,007C,FFD9
124,7,0027,FFE3
124,8,0067,0000
124,9,0028,001C
124,10,007D,0027
124,11,001D,005E
124,12,000C,008D
124,13,FFCA,022B
124,14,05EE,F4B5
124,15,0061,1091
125,0,A5EF,0000
125,1,2FA6,FEE3
125,2,0142,01B2
125,3,FCF1,0169
125,4,FF56,FFB1
125,5,FF83,0006
125,6,0075,FFF2
125,7,FF9F,0025
125,8,FFFD,0000
125,9,FFA0,FFDB
125,10,0076,000E
125,11,FF83,FFF9
125,12,FF56,004F
125,13,FCF3,FE98
125,14,0143,FE4E
125,15,2FA9,011D
126,0,2519,0000
126,1,D3B7,4C08
126,2,14E1,D378
126,3,FEC7,0587
126,4,FEEF,00C8
126,5,00A7,00E9
126,6,FF36,FEEE
126,7,0044,0016
126,8,FFD1,0000
126,9,0045,FFEA
126,10,FF37,0112
126,11,00A7,FF17
126,12,FEEF,FF38
126,13,FEC9,FA79
126,14,14E2,2C88
126,15,D3BA,B3F8
127,0,0B20,0000
127,1,2E90,D956
127,2,CA6B,0C88
127,3,0895,0157
127,4,004E,00AA
127,5,0155,0008
127,6,FDE8,0058
127,7,003F,003C
127,8,FF64,0000
127,9,0040,FFC4
127,10,FDE9,FFA8
127,11,0155,FFF7
127,12,004E,FF56
127,13,0897,FEAA
127,14,CA6C,F378
127,15,2E93,26AA
128,0,338E,0000
128,1,C79E,DCA6
128,2,18A7,22EC
128,3,FEE6,F97C
128,4,002C,FFCE
128,5,FEB7,FF19
128,6,FFCE,00B2
128,7,FFE5,000C
128,8,FFA6,0000
128,9,FFE6,FFF4
128,10,FFCF,FF4E
128,11,FEB8,00E6
128,12,002C,0032
128,13,FEE9,0685
128,14,18A8,DD14
128,15,C7A1,235A
129,0,DDE9,0000
129,1,1623,11BD
129,2,065E,F4F0
129,3,FBCD,FFA8
129,4,000D,FFF4
129,5,00B2,0077
129,6,005B,FFA8
129,7,0043,0009
129,8,0059,0000
129,9,0043,FFF7
129,10,005C,0058
129,11,00B3,FF88
129,12,000D,000C
129,13,FBD0,0059
129,14,065F,0B10
129,15,1625,EE43
130,0,2969,0000
130,1,DB55,0EAC
130,2,109F,F417
130,3,FD5B,02DC
130,4,FFAF,0036
130,5,0049,FF7D
130,6,FFBA,007F
130,7,FFE0,FFC6
130,8,001D,0000
130,9,FFE1,003A
130,10,FFBB,FF81
130,11,0049,0082
130,12,FFAF,FFCA
130,13,FD5D,FD25
130,14,10A0,0BE9
130,15,DB58,F154
131,0,086F,0000
131,1,0C2A,0020
131,2,F128,F2CE
131,3,0262,03B0
131,4,00B3,0000
131,5,0003,FF4F
131,6,00A3,0094
131,7,00AD,FF8F
131,8,0053,0000
131,9,00AE,0070
131,10,00A4,FF6C
131,11,0004,00B0
131,12,00B3,0000
131,13,0265,FC51
131,14,F129,0D32
131,15,0C2D,FFE1
132,0,E693,0000
132,1,11A0,E6E8
132,2,F516,0B5C
132,3,02E9,FF93
132,4,0043,FF64
132,5,0017,000A
132,6,001F,FF9C
132,7,00A9,FFF0
132,8,FFF3,0000
132,9,00AA,0010
132,10,0020,0064
132,11,0017,FFF5
132,12,0043,009C
132,13,02EB,006E
132,14,F517,F4A4
132,15,11A3,1918
133,0,A52B,0000
133,1,3006,FA64
133,2,FEB9,0AE6
133,3,FDB1,0050
133,4,FEE6,FF73
133,5,FFCF,0035
133,6,FF78,FFC0
133,7,FF7F,007D
133,8,FF65,0000
133,9,FF80,FF82
133,10,FF79,0040
133,11,FFCF,FFCA
133,12,FEE6,008D
133,13,FDB3,FFB1
133,14,FEBA,F51A
133,15,3009,059D
134,0,2A8C,0000
134,1,C4B5,3ED8
134,2,245F,DCB7
134,3,FB72,0423
134,4,FEAB,0055
134,5,0022,0160
134,6,FFCE,FE1B
134,7,0004,0099
134,8,0002,0000
134,9,0005,FF66
134,10,FFCF,01E5
134,11,0022,FE9F
134,12,FEAB,FFAB
134,13,FB74,FBDE
134,14,2460,2349
134,15,C4B8,C129
135,0,0E8B,0000
135,1,2639,FAA6
135,2,D3EA,F132
135,3,06FD,058C
135,4,005F,0070
135,5,01DA,007F
135,6,FEB1,FF30
135,7,003C,0062
135,8,003F,0000
135,9,003D,FF9E
135,10,FEB2,00D0
135,11,01DB,FF80
135,12,005F,FF90
135,13,0700,FA75
135,14,D3EB,0ECE
135,15,263C,055A
136,0,26C5,0000
136,1,E4A9,D43B
136,2,FEB6,1F37
136,3,037C,FC33
136,4,0059,0058
136,5,FF2E,FE6C
136,6,FFA3,011B
136,7,FFD2,FFD9
136,8,FFC5,0000
136,9,FFD3,0027
136,10,FFA4,FEE5
136,11,FF2E,0193
136,12,0059,FFA8
136,13,037E,03CE
136,14,FEB7,E0C9
136,15,E4AC,2BC5
137,0,E17C,0000
137,1,1686,0CCB
137,2,FD31,01CE
137,3,FF47,FC8E
137,4,FFFE,0010
137,5,FFD7,00DF
137,6,0010,FFF0
137,7,FFF1,0001
137,8,FFC4,0000
137,9,FFF2,FFFF
137,10,0011,0010
137,11,FFD7,FF20
137,12,FFFE,FFF0
137,13,FF49,0373
137,14,FD32,FE32
137,15,1689,F335
138,0,2917,0000
138,1,D896,F5F3
138,2,156C,0D7B
138,3,FB9D,FD01
138,4,FFB9,0034
138,5,0023,001E
138,6,FF2B,0015
138,7,FFBF,0029
138,8,FFA7,0000
138,9,FFC0,FFD7
138,10,FF2C,FFEB
138,11,0023,FFE1
138,12,FFB9,FFCC
138,13,FB9F,0300
138,14,156D,F285
138,15,D899,0A0D
139,0,12D2,0000
139,1,EEFC,0793
139,2,0FC8,F21B
139,3,FBE0,0205
139,4,0083,FFB3
139,5,0055,FF3C
139,6,00E1,FFFF
139,7,00A7,FFEA
139,8,00CC,0000
139,9,00A8,0015
139,10,00E2,0001
139,11,0056,00C3
139,12,0083,004D
139,13,FBE3,FDFC
139,14,0FC9,0DE5
139,15,EEFF,F86E
140,0,D9B5,0000
140,1,1AA0,F8E1
140,2,F99A,F5D7
140,3,FF6A,0366
140,4,00B6,FF71
140,5,0066,FFB5
140,6,011F,FF81
140,7,00AD,FFC4
140,8,00CB,0000
140,9,00AE,003B
140,10,0120,007F
140,11,0066,004A
140,12,00B6,008F
140,13,FF6C,FC9B
140,14,F99B,0A29
140,15,1AA3,0720
141,0,A049,0000
141,1,3F62,0230
141,2,F1D4,05FF
141,3,FD33,01BF
141,4,FFB3,FF1C
141,5,FFF7,008E
141,6,FF51,00B7
141,7,FECD,0037
141,8,FF2D,0000
141,9,FECE,FFC8
141,10,FF52,FF49
141,11,FFF7,FF71
141,12,FFB3,00E4
141,13,FD35,FE42
141,14,F1D5,FA01
141,15,3F65,FDD1
142,0,397E,0000
142,1,B54E,1F8A
142,2,2C3D,F3EB
142,3,FA85,019E
142,4,FECB,FF8D
142,5,FDAA,FFF5
142,6,0204,005F
142,7,FED3,FFFA
142,8,FFF0,0000
142,9,FED4,0006
142,10,0205,FFA1
142,11,FDAB,000A
142,12,FECB,0073
142,13,FA88,FE63
142,14,2C3E,0C15
142,15,B551,E076
143,0,146B,0000
143,1,1448,1640
143,2,E829,DE46
143,3,02FA,0768
143,4,00CA,FFD5
143,5,FFEC,01CD
143,6,01FA,FE52
143,7,000B,FFEA
143,8,00B1,0000
143,9,000C,0016
143,10,01FB,01AE
143,11,FFEC,FE32
143,12,00CA,002B
143,13,02FC,F899
143,14,E82A,21BA
143,15,144B,E9C0
144,0,16BD,0000
144,1,FBA4,D0D9
144,2,F1EA,1693
144,3,0463,FFC8
144,4,FF84,0077
144,5,019B,FF45
144,6,FEC7,FFD9
144,7,001B,000B
144,8,FFE7,0000
144,9,001C,FFF5
144,10,FEC8,0027
144,11,019B,00BA
144,12,FF84,FF89
144,13,0465,0039
144,14,F1EB,E96D
144,15,FBA7,2F27
145,0,ED4D,0000
145,1,0D4B,1ADD
145,2,FA12,F863
145,3,023F,FE64
145,4,0015,0040
145,5,FF29,FFFB
145,6,0029,0041
145,7,FFE6,0028
145,8,FFD9,0000
145,9,FFE7,FFD7
145,10,002A,FFBF
145,11,FF29,0004
145,12,0015,FFC0
145,13,0241,019D
145,14,FA13,079D
145,15,0D4E,E524
146,0,20AD,0000
146,1,F234,EC45
146,2,FA6D,13B0
146,3,026B,FBE5
146,4,FFB4,0029
146,5,FFA1,0142
146,6,FF86,FF18
146,7,FFB5,007B
146,8,FF43,0000
146,9,FFB6,FF85
146,10,FF87,00E8
146,11,FFA1,FEBD
146,12,FFB4,FFD7
146,13,026D,041C
146,14,FA6E,EC50
146,15,F237,13BB
147,0,141F,0000
147,1,E9E9,ED6E
147,2,0EFE,0EAC
147,3,FDA2,FBB7
147,4,FFF0,FFCB
147,5,0118,FFDA
147,6,FFA9,FF64
147,7,004E,0035
147,8,0049,0000
147,9,004F,FFCA
147,10,FFAA,009C
147,11,0118,0025
147,12,FFF0,0035
147,13,FDA4,044A
147,14,0EFF,F154
147,15,E9EC,1293
148,0,CC8D,0000
148,1,14C2,F8B5
