frame,k,outRe_hex,outIm_hex
74,2,FE20,FEF8
74,3,FFE5,FFCA
74,4,FFEE,FFE8
74,5,0015,FFD6
74,6,0016,FFF6
74,7,0019,FFF6
74,8,001E,0000
74,9,0019,000A
74,10,0016,000A
74,11,0015,002A
74,12,FFEE,0018
74,13,FFE5,0036
74,14,FE20,0108
74,15,1581,FD16
75,0,E25C,0000
75,1,11BF,0D38
75,2,FBA9,FF50
75,3,000F,FFA2
75,4,FF89,007F
75,5,FF99,0048
75,6,FF75,0050
75,7,FF6D,0016
75,8,FF6E,0000
75,9,FF6D,FFEA
75,10,FF75,FFB0
75,11,FF99,FFB8
75,12,FF89,FF81
75,13,000F,005E
75,14,FBA9,00B0
75,15,11BF,F2C8
76,0,35B0,0000
76,1,D8B6,0B7D
76,2,0AEB,FC78
76,3,FFA1,005C
76,4,FFC5,002B
76,5,FFBD,0022
76,6,FFC1,001E
76,7,FFC4,0003
76,8,FFBE,0000
76,9,FFC4,FFFD
76,10,FFC1,FFE2
76,11,FFBD,FFDE
76,12,FFC5,FFD5
76,13,FFA1,FFA4
76,14,0AEB,0388
76,15,D8B6,F483
77,0,1362,0000
77,1,0091,E8B1
77,2,F975,0575
77,3,00AD,0014
77,4,007C,FFD8
77,5,005B,FFD0
77,6,0067,FFE1
77,7,006B,FFF1
77,8,0066,0000
77,9,006B,000F
77,10,0067,001F
77,11,005B,0030
77,12,007C,0028
77,13,00AD,FFEC
77,14,F975,FA8B
77,15,0091,174F
78,0,F82B,0000
78,1,027F,0450
78,2,01D9,FEED
78,3,FFB0,FFB7
78,4,FFFA,FFF9
78,5,000A,0003
78,6,0005,FFF3
78,7,0007,0008
78,8,0005,0000
78,9,0007,FFF8
78,10,0005,000D
78,11,000A,FFFD
78,12,FFFA,0007
78,13,FFB0,0049
78,14,01D9,0113
78,15,027F,FBB0
79,0,0400,0000
79,1,FD6F,0393
79,2,0076,FE16
79,3,FFFE,004F
79,4,FFF2,0012
79,5,FFF6,000B
79,6,FFF6,FFFE
79,7,FFED,0007
79,8,FFF4,0000
79,9,FFED,FFF9
79,10,FFF6,0002
79,11,FFF6,FFF5
79,12,FFF2,FFEE
79,13,FFFE,FFB1
79,14,0076,01EA
79,15,FD6F,FC6D
80,0,0B1D,0000
80,1,FCDF,008F
80,2,FDE7,0016
80,3,006C,000F
80,4,FFFF,001E
80,5,FFEC,0015
80,6,FFEF,0016
80,7,FFDD,0005
80,8,FFE1,0000
80,9,FFDD,FFFB
80,10,FFEF,FFEA
80,11,FFEC,FFEB
80,12,FFFF,FFE2
80,13,006C,FFF1
80,14,FDE7,FFEA
80,15,FCDF,FF71
81,0,0FB0,0000
81,1,F3EE,F75B
81,2,0417,02FD
81,3,FFD8,FFB9
81,4,001A,FFCA
81,5,0022,FFCF
81,6,0041,FFF5
81,7,0034,FFE5
81,8,0034,0000
81,9,0034,001B
81,10,0041,000B
81,11,0022,0031
81,12,001A,0036
81,13,FFD8,0047
81,14,0417,FD03
81,15,F3EE,08A5
82,0,DF9A,0000
82,1,149C,FA90
82,2,FC5C,FFE8
82,3,FFDC,FFEC
82,4,0036,FFC6
82,5,004C,FFCE
82,6,004A,FFDE
82,7,0064,FFE6
82,8,004E,0000
82,9,0064,001A
82,10,004A,0022
82,11,004C,0032
82,12,0036,003A
82,13,FFDC,0014
82,14,FC5C,0018
82,15,149C,0570
83,0,D4EF,0000
83,1,12AB,04E2
83,2,0025,FEF5
83,3,FFB1,0001
83,4,FFD4,FFEF
83,5,FFFD,FFEB
83,6,FFEB,FFE5
83,7,000B,0008
83,8,0001,0000
83,9,000B,FFF8
83,10,FFEB,001B
83,11,FFFD,0015
83,12,FFD4,0011
83,13,FFB1,FFFF
83,14,0025,010B
83,15,12AB,FB1E
84,0,ED98,0000
84,1,0EEF,16D2
84,2,F90B,FA58
84,3,00A0,0056
84,4,FF91,007D
84,5,FF84,0088
84,6,FF4F,0030
84,7,FF51,003C
84,8,FF4A,0000
84,9,FF51,FFC4
84,10,FF4F,FFD0
84,11,FF84,FF78
84,12,FF91,FF83
84,13,00A0,FFAA
84,14,F90B,05A8
84,15,0EEF,E92E
85,0,43A6,0000
85,1,CF17,F594
85,2,0D66,0680
85,3,FF89,FF9E
85,4,FFE0,FFD8
85,5,FFD3,0024
85,6,0000,FFD2
85,7,FFE1,000A
85,8,FFF6,0000
85,9,FFE1,FFF6
85,10,0000,002E
85,11,FFD3,FFDC
85,12,FFE0,0028
85,13,FF89,0062
85,14,0D66,F980
85,15,CF17,0A6C
86,0,FD8B,0000
86,1,0EF0,F903
86,2,F77D,FCAB
86,3,008D,0091
86,4,0072,FFFB
86,5,0089,FFB5
86,6,0071,FFF1
86,7,006A,FFEB
86,8,0075,0000
86,9,006A,0015
86,10,0071,000F
86,11,0089,004B
86,12,0072,0005
86,13,008D,FF6F
86,14,F77D,0355
86,15,0EF0,06FD
87,0,02CF,0000
87,1,FB65,FF54
87,2,01BC,02E5
87,3,000D,FF88
87,4,FFD9,0004
87,5,FFE1,0018
87,6,FFDE,0015
87,7,FFDD,FFF8
87,8,FFDB,0000
87,9,FFDD,0008
87,10,FFDE,FFEB
87,11,FFE1,FFE8
87,12,FFD9,FFFC
87,13,000D,0078
87,14,01BC,FD1B
87,15,FB65,00AC
88,0,0240,0000
88,1,FE82,0061
88,2,019D,FFD5
88,3,FF79,0019
88,4,FFFE,0000
88,5,0001,0011
88,6,FFE5,0007
88,7,0008,0001
88,8,FFF8,0000
88,9,0008,FFFF
88,10,FFE5,FFF9
88,11,0001,FFEF
88,12,FFFE,0000
88,13,FF79,FFE7
88,14,019D,002B
88,15,FE82,FF9F
89,0,1340,0000
89,1,F559,0979
89,2,0123,FA01
89,3,0044,00AD
89,4,000A,0022
89,5,0000,0001
89,6,FFE9,FFED
89,7,000F,0011
89,8,FFFC,0000
89,9,000F,FFEF
89,10,FFE9,0013
89,11,0000,FFFF
89,12,000A,FFDE
89,13,0044,FF53
89,14,0123,05FF
89,15,F559,F687
90,0,00E9,0000
90,1,026F,E995
90,2,FD0B,0867
90,3,007A,FF7F
90,4,003E,FFB5
90,5,0052,FFD7
90,6,0045,FFB7
90,7,0049,0001
90,8,0053,0000
90,9,0049,FFFF
90,10,0045,0049
90,11,0052,0029
90,12,003E,004B
90,13,007A,0081
90,14,FD0B,F799
90,15,026F,166B
91,0,D4A0,0000
91,1,1526,0591
91,2,FFC1,FD78
91,3,FF93,FF90
91,4,0011,FFB9
91,5,0025,FFDC
91,6,0043,FFD2
91,7,002E,FFF9
91,8,003E,0000
91,9,002E,0007
91,10,0043,002E
91,11,0025,0024
91,12,0011,0047
91,13,FF93,0070
91,14,FFC1,0288
91,15,1526,FA6F
92,0,CFCD,0000
92,1,1898,FFD9
92,2,FE7F,0409
92,3,FEEA,FFB2
92,4,FFA0,0011
92,5,FFBE,0020
92,6,FFD3,0013
92,7,FFA4,001F
92,8,FFA7,0000
92,9,FFA4,FFE1
92,10,FFD3,FFED
92,11,FFBE,FFE0
92,12,FFA0,FFEF
92,13,FEEA,004E
92,14,FE7F,FBF7
92,15,1898,0027
93,0,1BC5,0000
93,1,EA01,29DA
93,2,061A,EE5D
93,3,002E,0156
93,4,FF73,006E
93,5,FF80,0076
93,6,FFD0,001D
93,7,FF55,001A
93,8,FF89,0000
93,9,FF55,FFE6
93,10,FFD0,FFE3
93,11,FF80,FF8A
93,12,FF73,FF92
93,13,002E,FEAA
93,14,061A,11A3
93,15,EA01,D626
94,0,2B80,0000
94,1,F189,D3CA
94,2,FA2F,1293
94,3,0108,FF62
94,4,0072,FFD2
94,5,FFDC,FFFC
94,6,0083,FFF5
94,7,0003,FFE0
94,8,0028,0000
94,9,0003,0020
94,10,0083,000B
94,11,FFDC,0004
94,12,0072,002E
94,13,0108,009E
94,14,FA2F,ED6D
94,15,F189,2C36
95,0,FECE,0000
95,1,FC79,1031
95,2,06A9,F766
95,3,FF10,FFF7
95,4,FFF5,FFFD
95,5,0070,FFE7
95,6,0017,FFF4
95,7,0047,FFE9
95,8,0038,0000
95,9,0047,0017
95,10,0017,000C
95,11,0070,0019
95,12,FFF5,0003
95,13,FF10,0009
95,14,06A9,089A
95,15,FC79,EFCF
96,0,0220,0000
96,1,0334,F8D0
96,2,FBBA,0118
96,3,0088,0078
96,4,0016,FFFA
96,5,0016,FFF4
96,6,FFF0,FFFA
96,7,002A,0004
96,8,0008,0000
96,9,002A,FFFC
96,10,FFF0,0006
96,11,0016,000C
96,12,0016,0006
96,13,0088,FF88
96,14,FBBA,FEE8
96,15,0334,0730
97,0,01F5,0000
97,1,02EB,0741
97,2,FC51,0059
97,3,0072,FF5B
97,4,FFF4,004D
97,5,FFB2,0059
97,6,FFA1,000F
97,7,FFA9,0023
97,8,FFAF,0000
97,9,FFA9,FFDD
97,10,FFA1,FFF1
97,11,FFB2,FFA7
97,12,FFF4,FFB3
97,13,0072,00A5
97,14,FC51,FFA7
97,15,02EB,F8BF
98,0,23E6,0000
98,1,E15B,F241
98,2,0C66,05D1
98,3,FEF0,FF88
98,4,000B,FFAD
98,5,003A,FFCE
98,6,0032,FFAB
98,7,003F,000B
98,8,005C,0000
98,9,003F,FFF5
98,10,0032,0055
98,11,003A,0032
98,12,000B,0053
98,13,FEF0,0078
98,14,0C66,FA2F
98,15,E15B,0DBF
99,0,D92A,0000
99,1,1EBD,020C
99,2,F77B,F8A4
99,3,0029,00DB
99,4,0063,FFCB
99,5,0081,FFD9
99,6,0075,FFAA
99,7,006D,0006
99,8,0088,0000
99,9,006D,FFFA
99,10,0075,0056
99,11,0081,0027
99,12,0063,0035
99,13,0029,FF25
99,14,F77B,075C
99,15,1EBD,FDF4
100,0,D456,0000
100,1,1032,F760
100,2,00D5,0568
100,3,FFFA,FFC5
100,4,FFE3,FFAF
100,5,FFF6,FFC1
100,6,0027,FFEA
100,7,0006,FFEC
100,8,001C,0000
100,9,0006,0014
100,10,0027,0016
100,11,FFF6,003F
100,12,FFE3,0051
100,13,FFFA,003B
100,14,00D5,FA98
100,15,1032,08A0
101,0,D8BD,0000
101,1,1FCB,27D6
101,2,F2BA,F3C0
101,3,0166,008C
101,4,FF90,0075
101,5,FF4A,00F2
101,6,FF1C,004A
101,7,FF3D,0028
101,8,FF07,0000
101,9,FF3D,FFD8
101,10,FF1C,FFB6
101,11,FF4A,FF0E
101,12,FF90,FF8B
101,13,0166,FF74
101,14,F2BA,0C40
101,15,1FCB,D82A
102,0,555A,0000
102,1,BD2C,E2CC
102,2,14D7,123F
102,3,FECD,FE9E
102,4,FFC2,FFA6
102,5,FFF1,0042
102,6,FF73,FF8D
102,7,0016,002C
102,8,FFCE,0000
102,9,0016,FFD4
102,10,FF73,0073
102,11,FFF1,FFBE
102,12,FFC2,005A
102,13,FECD,0162
102,14,14D7,EDC1
102,15,BD2C,1D34
103,0,F4E4,0000
103,1,1741,0FAF
103,2,F5F8,EEE8
103,3,0076,019C
103,4,006C,0040
103,5,00F4,FF74
103,6,002A,FFE6
103,7,0099,0017
103,8,0098,0000
103,9,0099,FFE9
103,10,002A,001A
103,11,00F4,008C
103,12,006C,FFC0
103,13,0076,FE64
103,14,F5F8,1118
103,15,1741,F051
104,0,10F5,0000
104,1,F42E,EC37
104,2,FFED,0BCA
104,3,00CE,FF4E
104,4,FFE7,FFD4
104,5,FFB4,0024
104,6,000B,FFF8
104,7,FFCC,0001
104,8,FFE5,0000
104,9,FFCC,FFFF
104,10,000B,0008
104,11,FFB4,FFDC
104,12,FFE7,002C
104,13,00CE,00B2
104,14,FFED,F436
104,15,F42E,13C9
105,0,F21A,0000
105,1,0AF5,0947
105,2,FEDB,FDDF
105,3,FF52,FF9F
105,4,FFF2,0022
105,5,FFFE,0041
105,6,FFC3,0031
105,7,FFCF,FFF9
105,8,FFCE,0000
105,9,FFCF,0007
105,10,FFC3,FFCF
105,11,FFFE,FFBF
105,12,FFF2,FFDE
105,13,FF52,0061
105,14,FEDB,0221
105,15,0AF5,F6B9
106,0,2CC5,0000
106,1,DC19,0512
106,2,0C54,FB2D
106,3,FF58,00F7
106,4,FFF1,FFE2
106,5,003A,FFAF
106,6,FFBE,002D
106,7,0069,FFC2
106,8,000D,0000
106,9,0069,003E
106,10,FFBE,FFD3
106,11,003A,0051
106,12,FFF1,001E
106,13,FF58,FF09
106,14,0C54,04D3
106,15,DC19,FAEE
107,0,E8A3,0000
107,1,1E17,F089
107,2,EFEC,0180
107,3,0197,005D
107,4,007C,FFEB
107,5,007F,FFAF
107,6,0004,0004
107,7,009F,FFF7
107,8,004D,0000
107,9,009F,0009
107,10,0004,FFFC
107,11,007F,0051
107,12,007C,0015
107,13,0197,FFA3
107,14,EFEC,FE80
107,15,1E17,0F77
108,0,E05A,0000
108,1,03F3,F848
108,2,0714,0703
108,3,FF73,FE87
108,4,FFF9,FF8B
108,5,0007,FFB7
108,6,0022,FFBB
108,7,003B,0004
108,8,0048,0000
108,9,003B,FFFC
108,10,0022,0045
108,11,0007,0049
108,12,FFF9,0075
108,13,FF73,0179
108,14,0714,F8FD
108,15,03F3,07B8
109,0,B394,0000
109,1,3503,0FF6
109,2,F3C7,0016
109,3,FED7,FE85
109,4,FFFB,00C1
109,5,FF71,00C3
109,6,FF33,0022
109,7,FF55,0038
109,8,FF52,0000
109,9,FF55,FFC8
109,10,FF33,FFDE
109,11,FF71,FF3D
109,12,FFFB,FF3F
109,13,FED7,017B
109,14,F3C7,FFEA
109,15,3503,F00A
110,0,5299,0000
110,1,B1D8,1626
110,2,2026,F77F
110,3,FDA9,0155
110,4,FF87,FFE2
110,5,002B,FFE1
110,6,FF06,FFE5
110,7,0030,FFFE
110,8,FFC9,0000
110,9,0030,0002
110,10,FF06,001B
110,11,002B,001F
110,12,FF87,001E
110,13,FDA9,FEAB
110,14,2026,0881
110,15,B1D8,E9DA
111,0,F946,0000
111,1,29C5,F255
111,2,E0D6,FB71
111,3,0317,01B4
111,4,00AF,005D
111,5,00D1,FF9A
111,6,FFC4,0049
111,7,0087,0013
111,8,0050,0000
111,9,0087,FFED
111,10,FFC4,FFB7
111,11,00D1,0066
111,12,00AF,FFA3
111,13,0317,FE4C
111,14,E0D6,048F
111,15,29C5,0DAB
112,0,236A,0000
112,1,D9BE,EC1E
112,2,0FA6,119F
112,3,FF70,FDA7
112,4,FFCB,FF83
112,5,FF6E,0007
112,6,000C,000B
112,7,FFCC,000A
112,8,FFDC,0000
112,9,FFCC,FFF6
112,10,000C,FFF5
112,11,FF6E,FFF9
112,12,FFCB,007D
112,13,FF70,0259
112,14,0FA6,EE61
112,15,D9BE,13E2
113,0,E40E,0000
113,1,17B5,0D64
113,2,FC6F,F651
113,3,FED8,0083
113,4,0034,0028
113,5,0044,0019
113,6,0037,000B
113,7,0017,FFEE
113,8,002E,0000
113,9,0017,0012
113,10,0037,FFF5
113,11,0044,FFE7
113,12,0034,FFD8
113,13,FED8,FF7D
113,14,FC6F,09AF
113,15,17B5,F29C
114,0,2B0A,0000
114,1,E082,0C89
114,2,068A,F889
114,3,00CC,0190
114,4,FFC3,0011
114,5,0006,FFCA
114,6,FFB2,0057
114,7,FFF4,FFC3
114,8,FFF8,0000
114,9,FFF4,003D
114,10,FFB2,FFA9
114,11,0006,0036
114,12,FFC3,FFEF
114,13,00CC,FE70
114,14,068A,0777
114,15,E082,F377
115,0,F9EB,0000
115,1,14B8,E6D2
115,2,EFB7,0929
115,3,0228,FF6C
115,4,0064,FFED
115,5,004E,FFB8
115,6,FFFB,004F
115,7,0062,FFDA
115,8,0039,0000
115,9,0062,0026
115,10,FFFB,FFB1
115,11,004E,0048
115,12,0064,0013
115,13,0228,0094
115,14,EFB7,F6D7
115,15,14B8,192E
116,0,EA40,0000
116,1,FBF1,F778
116,2,0C0B,07B7
116,3,FEA9,FDFD
116,4,FFE6,FF7A
116,5,0017,FFAD
116,6,0039,FFBF
116,7,006F,0008
116,8,004C,0000
116,9,006F,FFF8
116,10,0039,0041
116,11,0017,0053
116,12,FFE6,0086
116,13,FEA9,0203
116,14,0C0B,F849
116,15,FBF1,0888
117,0,A752,0000
117,1,3592,04E3
117,2,FB64,FF63
117,3,FCD7,009E
117,4,FFBB,0001
117,5,FFF1,0056
117,6,FFC0,FFD5
117,7,FFCA,003F
117,8,FFA8,0000
117,9,FFCA,FFC1
117,10,FFC0,002B
117,11,FFF1,FFAA
117,12,FFBB,FFFF
117,13,FCD7,FF62
117,14,FB64,009D
117,15,3592,FB1D
118,0,35B3,0000
118,1,C8E2,3BB8
118,2,168C,E04A
118,3,FF4F,03CC
118,4,FF10,003F
118,5,FFD9,0092
118,6,FFAE,FF24
118,7,FFD6,0052
118,8,FFD9,0000
118,9,FFD6,FFAE
118,10,FFAE,00DC
118,11,FFD9,FF6E
118,12,FF10,FFC1
118,13,FF4F,FC34
118,14,168C,1FB6
118,15,C8E2,C448
119,0,05D3,0000
119,1,2B0E,D74B
119,2,D47C,0E35
119,3,05C6,0079
119,4,00A3,005C
119,5,006C,00B1
119,6,FF7A,FF95
119,7,FFB8,005F
119,8,FFDB,0000
119,9,FFB8,FFA1
119,10,FF7A,006B
119,11,006C,FF4F
119,12,00A3,FFA4
119,13,05C6,FF87
119,14,D47C,F1CB
119,15,2B0E,28B5
120,0,30C6,0000
120,1,C568,EC44
120,2,1E4A,1636
120,3,FD8F,FB8E
120,4,FF96,FFD8
120,5,FFED,FF44
120,6,FFC0,0054
120,7,FFE0,FFEA
120,8,FFF2,0000
120,9,FFE0,0016
120,10,FFC0,FFAC
120,11,FFED,00BC
120,12,FF96,0028
120,13,FD8F,0472
120,14,1E4A,E9CA
120,15,C568,13BC
121,0,DC7A,0000
121,1,1E27,12EC
121,2,FD54,EEAE
121,3,FDAC,01B6
121,4,0054,FFF6
121,5,0054,0010
121,6,0092,0008
121,7,0081,FFDA
121,8,0062,0000
121,9,0081,0026
121,10,0092,FFF8
121,11,0054,FFF0
121,12,0054,000A
121,13,FDAC,FE4A
121,14,FD54,1152
121,15,1E27,ED14
122,0,264F,0000
122,1,E4DA,0DAE
122,2,0452,F704
122,3,00C1,0251
122,4,FFB0,0017
122,5,FFF7,003D
122,6,FF82,FFCC
122,7,000A,0016
122,8,FFB1,0000
122,9,000A,FFEA
122,10,FF82,0034
122,11,FFF7,FFC3
122,12,FFB0,FFE9
122,13,00C1,FDAF
122,14,0452,08FC
122,15,E4DA,F252
123,0,0578,0000
123,1,0D61,EC79
123,2,F001,05AB
123,3,02D3,0007
123,4,005C,0000
123,5,0057,FFDB
123,6,0001,FFD1
123,7,0035,0021
123,8,002C,0000
123,9,0035,FFDF
123,10,0001,002F
123,11,0057,0025
123,12,005C,0000
123,13,02D3,FFF9
123,14,F001,FA55
123,15,0D61,1387
124,0,ED15,0000
124,1,005E,EF6E
124,2,05EE,0B4A
124,3,FFC8,FDD4
124,4,000C,FF73
124,5,001E,FFA0
124,6,007C,FFD8
124,7,0028,FFE2
124,8,0067,0000
124,9,0028,001E
124,10,007C,0028
124,11,001E,0060
124,12,000C,008D
124,13,FFC8,022C
124,14,05EE,F4B6
124,15,005E,1092
125,0,A5EF,0000
125,1,2FA9,FEE0
125,2,0143,01B1
125,3,FCF0,0167
125,4,FF56,FFB1
125,5,FF84,0007
125,6,0075,FFF1
125,7,FF9F,0024
125,8,FFFD,0000
125,9,FF9F,FFDC
125,10,0075,000F
125,11,FF84,FFF9
125,12,FF56,004F
125,13,FCF0,FE99
125,14,0143,FE4F
125,15,2FA9,0120
126,0,2519,0000
126,1,D3B8,4C06
126,2,14E1,D378
126,3,FEC8,0586
126,4,FEEF,00C8
126,5,00A8,00EA
126,6,FF37,FEEE
126,7,0044,0016
126,8,FFD1,0000
126,9,0044,FFEA
126,10,FF37,0112
126,11,00A8,FF16
126,12,FEEF,FF38
126,13,FEC8,FA7A
126,14,14E1,2C88
126,15,D3B8,B3FA
127,0,0B20,0000
127,1,2E91,D955
127,2,CA6C,0C88
127,3,0894,0156
127,4,004E,00AA
127,5,0156,0008
127,6,FDE8,0058
127,7,0041,003B
127,8,FF64,0000
127,9,0041,FFC5
127,10,FDE8,FFA8
127,11,0156,FFF8
127,12,004E,FF56
127,13,0894,FEAA
127,14,CA6C,F378
127,15,2E91,26AB
128,0,338E,0000
128,1,C79E,DCA6
128,2,18A7,22EB
128,3,FEE8,F97B
128,4,002C,FFCE
128,5,FEB8,FF19
128,6,FFCF,00B1
128,7,FFE6,000C
128,8,FFA6,0000
128,9,FFE6,FFF4
128,10,FFCF,FF4F
128,11,FEB8,00E7
128,12,002C,0032
128,13,FEE8,0685
128,14,18A7,DD15
128,15,C79E,235A
129,0,DDE9,0000
129,1,1624,11BB
129,2,065E,F4EF
129,3,FBCE,FFA7
129,4,000D,FFF4
129,5,00B4,0077
129,6,005C,FFA7
129,7,0042,0007
129,8,0059,0000
129,9,0042,FFF9
129,10,005C,0059
129,11,00B4,FF89
129,12,000D,000C
129,13,FBCE,0059
129,14,065E,0B11
129,15,1624,EE45
130,0,2969,0000
130,1,DB57,0EAC
130,2,109F,F416
130,3,FD5B,02DA
130,4,FFAF,0036
130,5,0049,FF7C
130,6,FFBB,007E
130,7,FFE1,FFC6
130,8,001D,0000
130,9,FFE1,003A
130,10,FFBB,FF82
130,11,0049,0084
130,12,FFAF,FFCA
130,13,FD5B,FD26
130,14,109F,0BEA
130,15,DB57,F154
131,0,086F,0000
131,1,0C2D,001D
131,2,F128,F2CD
131,3,0263,03AE
131,4,00B3,0000
131,5,0003,FF50
131,6,00A4,0093
131,7,00AD,FF8F
131,8,0053,0000
131,9,00AD,0071
131,10,00A4,FF6D
131,11,0003,00B0
131,12,00B3,0000
131,13,0263,FC52
131,14,F128,0D33
131,15,0C2D,FFE3
132,0,E693,0000
132,1,11A1,E6E6
132,2,F516,0B5B
132,3,02E9,FF91
132,4,0043,FF64
132,5,0017,000B
132,6,0020,FF9B
132,7,00AB,FFF0
132,8,FFF3,0000
132,9,00AB,0010
132,10,0020,0065
132,11,0017,FFF5
132,12,0043,009C
132,13,02E9,006F
132,14,F516,F4A5
132,15,11A1,191A
133,0,A52B,0000
133,1,3008,FA62
133,2,FEBA,0AE6
133,3,FDB3,004F
133,4,FEE6,FF73
133,5,FFCF,0037
133,6,FF78,FFC0
133,7,FF7E,007E
133,8,FF65,0000
133,9,FF7E,FF82
133,10,FF78,0040
133,11,FFCF,FFC9
133,12,FEE6,008D
133,13,FDB3,FFB1
133,14,FEBA,F51A
133,15,3008,059E
134,0,2A8C,0000
134,1,C4B7,3ED7
134,2,2460,DCB7
134,3,FB71,0420
134,4,FEAB,0055
134,5,0023,015E
134,6,FFCE,FE1B
134,7,0005,0099
134,8,0002,0000
134,9,0005,FF67
134,10,FFCE,01E5
134,11,0023,FEA2
134,12,FEAB,FFAB
134,13,FB71,FBE0
134,14,2460,2349
134,15,C4B7,C129
135,0,0E8B,0000
135,1,263B,FAA5
135,2,D3EB,F132
135,3,06FD,058B
135,4,005F,0070
135,5,01DB,007F
135,6,FEB1,FF30
135,7,003D,0061
135,8,003F,0000
135,9,003D,FF9F
135,10,FEB1,00D0
135,11,01DB,FF81
135,12,005F,FF90
135,13,06FD,FA75
135,14,D3EB,0ECE
135,15,263B,055B
136,0,26C5,0000
136,1,E4AA,D43A
136,2,FEB6,1F37
136,3,037D,FC33
136,4,0059,0058
136,5,FF2F,FE6D
136,6,FFA4,011B
136,7,FFD2,FFD8
136,8,FFC5,0000
136,9,FFD2,0028
136,10,FFA4,FEE5
136,11,FF2F,0193
136,12,0059,FFA8
136,13,037D,03CD
136,14,FEB6,E0C9
136,15,E4AA,2BC6
137,0,E17C,0000
137,1,1687,0CCA
137,2,FD31,01CD
137,3,FF48,FC8E
137,4,FFFE,0010
137,5,FFD8,00E0
137,6,0011,FFEF
137,7,FFF1,0000
137,8,FFC4,0000
137,9,FFF1,0000
137,10,0011,0011
137,11,FFD8,FF20
137,12,FFFE,FFF0
137,13,FF48,0372
137,14,FD31,FE33
137,15,1687,F336
138,0,2917,0000
138,1,D897,F5F2
138,2,156C,0D7B
138,3,FB9E,FD00
138,4,FFB9,0034
138,5,0024,001E
138,6,FF2C,0015
138,7,FFBF,0028
138,8,FFA7,0000
138,9,FFBF,FFD8
138,10,FF2C,FFEB
138,11,0024,FFE2
138,12,FFB9,FFCC
138,13,FB9E,0300
138,14,156C,F285
138,15,D897,0A0E
139,0,12D2,0000
139,1,EEFF,0792
139,2,0FC8,F21B
139,3,FBE1,0205
139,4,0083,FFB3
139,5,0055,FF3D
139,6,00E2,FFFF
139,7,00A7,FFEA
139,8,00CC,0000
139,9,00A7,0016
139,10,00E2,0001
139,11,0055,00C3
139,12,0083,004D
139,13,FBE1,FDFB
139,14,0FC8,0DE5
139,15,EEFF,F86E
140,0,D9B5,0000
140,1,1AA2,F8DF
140,2,F99A,F5D6
140,3,FF6A,0364
140,4,00B6,FF71
140,5,0066,FFB6
140,6,0120,FF80
140,7,00AE,FFC5
140,8,00CB,0000
140,9,00AE,003B
140,10,0120,0080
140,11,0066,004A
140,12,00B6,008F
140,13,FF6A,FC9C
140,14,F99A,0A2A
140,15,1AA2,0721
141,0,A049,0000
141,1,3F64,022E
141,2,F1D4,05FF
141,3,FD32,01BD
141,4,FFB3,FF1C
141,5,FFF8,008D
141,6,FF52,00B7
141,7,FECE,0036
141,8,FF2D,0000
141,9,FECE,FFCA
141,10,FF52,FF49
141,11,FFF8,FF73
141,12,FFB3,00E4
141,13,FD32,FE43
141,14,F1D4,FA01
141,15,3F64,FDD2
142,0,397E,0000
142,1,B550,1F89
142,2,2C3D,F3EA
142,3,FA87,019E
142,4,FECB,FF8D
142,5,FDAB,FFF6
142,6,0205,005E
142,7,FED2,FFF9
142,8,FFF0,0000
142,9,FED2,0007
142,10,0205,FFA2
142,11,FDAB,000A
142,12,FECB,0073
142,13,FA87,FE62
142,14,2C3D,0C16
142,15,B550,E077
143,0,146B,0000
143,1,1449,1640
143,2,E82A,DE46
143,3,02FB,0767
143,4,00CA,FFD5
143,5,FFEB,01CD
143,6,01FA,FE52
143,7,000D,FFEA
143,8,00B1,0000
143,9,000D,0016
143,10,01FA,01AE
143,11,FFEB,FE33
143,12,00CA,002B
143,13,02FB,F899
143,14,E82A,21BA
143,15,1449,E9C0
144,0,16BD,0000
144,1,FBA5,D0D7
144,2,F1EA,1692
144,3,0463,FFC6
144,4,FF84,0077
144,5,019D,FF44
144,6,FEC8,FFD8
144,7,001B,0009
144,8,FFE7,0000
144,9,001B,FFF7
144,10,FEC8,0028
144,11,019D,00BC
144,12,FF84,FF89
144,13,0463,003A
144,14,F1EA,E96E
144,15,FBA5,2F29
145,0,ED4D,0000
145,1,0D4B,1ADA
145,2,FA13,F862
145,3,0240,FE62
145,4,0015,0040
145,5,FF2A,FFFC
145,6,0029,0040
145,7,FFE7,0028
145,8,FFD9,0000
145,9,FFE7,FFD8
145,10,0029,FFC0
145,11,FF2A,0004
145,12,0015,FFC0
145,13,0240,019E
145,14,FA13,079E
145,15,0D4B,E526
146,0,20AD,0000
146,1,F234,EC44
146,2,FA6E,13B0
146,3,026C,FBE3
146,4,FFB4,0029
146,5,FFA2,0141
146,6,FF86,FF18
146,7,FFB6,007A
146,8,FF43,0000
146,9,FFB6,FF86
146,10,FF86,00E8
146,11,FFA2,FEBF
146,12,FFB4,FFD7
146,13,026C,041D
146,14,FA6E,EC50
146,15,F234,13BC
147,0,141F,0000
147,1,E9EA,ED6B
147,2,0EFE,0EAC
147,3,FDA1,FBB5
147,4,FFF0,FFCB
147,5,0119,FFDB
147,6,FFAA,FF64
147,7,0050,0035
147,8,0049,0000
147,9,0050,FFCB
147,10,FFAA,009C
147,11,0119,0025
147,12,FFF0,0035
147,13,FDA1,044B
147,14,0EFE,F154
147,15,E9EA,1295
